"Adagio","carry","Fountain of Renewal","Contraption","War Treads","Shatterglass","1"
"Adagio","carry","Crucible","Fountain of Renewal","War Treads","Atlas Pauldron","1"
"Adagio","carry","Alternating Current","Journey Boots","Broken Myth","Aegis","1"
"Adagio","carry","Travel Boots","Alternating Current","Shatterglass","Broken Myth","1"
"Adagio","carry","Alternating Current","Aegis","Travel Boots","Clockwork","1"
"Adagio","carry","Alternating Current","Void Battery","Metal Jacket","Fountain of Renewal","1"
"Adagio","carry","Shatterglass","War Treads","Stormcrown","Crucible","1"
"Adagio","carry","Halcyon Chargers","Alternating Current","Frostburn","Coat of Plates","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Aegis","Atlas Pauldron","1"
"Adagio","carry","Eve of Harvest","War Treads","Fountain of Renewal","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","Clockwork","Crucible","War Treads","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Coat of Plates","Lucky Strike","1"
"Adagio","carry","Contraption","War Treads","Stormcrown","Crystal Bit","1"
"Adagio","carry","Sorrowblade","Stormcrown","Tornado Trigger","Barbed Needle","1"
"Adagio","carry","Contraption","Swift Shooter","Journey Boots","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","Crystal Bit","War Treads","Stormcrown","1"
"Adagio","carry","Travel Boots","Tornado Trigger","Sorrowblade","Crucible","1"
"Adagio","carry","Alternating Current","War Treads","Broken Myth","Slumbering Husk","1"
"Adagio","carry","Alternating Current","Shatterglass","Travel Boots","Contraption","1"
"Adagio","carry","War Treads","Stormcrown","Crucible","Alternating Current","1"
"Adagio","carry","Alternating Current","Aegis","Halcyon Chargers","Stormcrown","1"
"Adagio","carry","War Treads","Fountain of Renewal","Crystal Bit","Stormcrown","1"
"Adagio","carry","Crucible","War Treads","Fountain of Renewal","Eclipse Prism","1"
"Adagio","carry","Fountain of Renewal","Ironguard Contract","Journey Boots","Aegis","1"
"Adagio","carry","Alternating Current","Travel Boots","Crucible","Broken Myth","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Crucible","1"
"Adagio","carry","Stormcrown","Alternating Current","Halcyon Chargers","Crucible","1"
"Adagio","carry","Contraption","Metal Jacket","Travel Boots","Fountain of Renewal","1"
"Adagio","carry","Shatterglass","Travel Boots","Reflex Block","Fountain of Renewal","1"
"Adagio","carry","Halcyon Chargers","Sorrowblade","Tornado Trigger","Metal Jacket","1"
"Adagio","carry","Alternating Current","Broken Myth","Journey Boots","Crucible","1"
"Adagio","carry","Fountain of Renewal","War Treads","Aftershock","Stormcrown","1"
"Adagio","carry","Stormcrown","Halcyon Chargers","Slumbering Husk","Shatterglass","1"
"Adagio","carry","Fountain of Renewal","Eve of Harvest","Travel Boots","Alternating Current","1"
"Adagio","carry","Fountain of Renewal","Halcyon Chargers","Alternating Current","Slumbering Husk","1"
"Adagio","carry","Stormcrown","Tornado Trigger","Metal Jacket","Contraption","1"
"Adagio","carry","Fountain of Renewal","War Treads","Heavy Prism","Shatterglass","1"
"Adagio","carry","Fountain of Renewal","War Treads","Clockwork","Shatterglass","1"
"Adagio","carry","Fountain of Renewal","Contraption","Stormcrown","War Treads","1"
"Adagio","carry","Shatterglass","Contraption","Halcyon Chargers","Stormcrown","1"
"Adagio","carry","Crucible","Energy Battery","War Treads","Fountain of Renewal","1"
"Adagio","carry","Travel Boots","Travel Boots","Travel Boots","Travel Boots","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Eclipse Prism","War Treads","1"
"Adagio","carry","Stormguard Banner","Fountain of Renewal","Travel Boots","Crucible","1"
"Adagio","carry","Stormcrown","War Treads","Frostburn","Fountain of Renewal","1"
"Adagio","carry","Alternating Current","Journey Boots","Frostburn","Crucible","1"
"Adagio","carry","Coat of Plates","Tornado Trigger","Halcyon Chargers","Sorrowblade","1"
"Adagio","carry","Stormcrown","Halcyon Chargers","Alternating Current","Fountain of Renewal","1"
"Adagio","carry","Clockwork","Frostburn","Alternating Current","Halcyon Chargers","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Aegis","1"
"Adagio","carry","Sorrowblade","Aegis","Stormguard Banner","Tornado Trigger","1"
"Adagio","carry","Fountain of Renewal","Coat of Plates","War Treads","Crystal Bit","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Metal Jacket","1"
"Adagio","carry","Alternating Current","Halcyon Chargers","Aegis","Broken Myth","1"
"Adagio","carry","Halcyon Chargers","Tornado Trigger","Fountain of Renewal","Stormguard Banner","1"
"Adagio","carry","Eve of Harvest","War Treads","Fountain of Renewal","Aegis","1"
"Adagio","carry","Alternating Current","Metal Jacket","Travel Boots","Alternating Current","1"
"Adagio","carry","Alternating Current","Fountain of Renewal","Travel Boots","Crucible","1"
"Adagio","carry","Void Battery","Hourglass","Fountain of Renewal","Heavy Prism","1"
"Adagio","carry","Contraption","Fountain of Renewal","Atlas Pauldron","Travel Boots","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Coat of Plates","Travel Boots","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","War Treads","Aegis","1"
"Adagio","carry","Alternating Current","Aegis","Journey Boots","Broken Myth","1"
"Adagio","carry","Halcyon Chargers","Alternating Current","Broken Myth","Reflex Block","1"
"Adagio","carry","Alternating Current","Shatterglass","Eclipse Prism","Sprint Boots","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Kinetic Shield","1"
"Adagio","carry","Travel Boots","Tornado Trigger","Sorrowblade","Halcyon Potion","1"
"Adagio","carry","Stormcrown","Fountain of Renewal","War Treads","Eclipse Prism","1"
"Adagio","carry","Alternating Current","Travel Boots","Stormcrown","Metal Jacket","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","War Treads","Shatterglass","1"
"Adagio","carry","Sorrowblade","Eve of Harvest","Kinetic Shield","Breaking Point","1"
"Adagio","carry","Fountain of Renewal","Contraption","War Treads","Alternating Current","1"
"Adagio","carry","Tornado Trigger","Travel Boots","Sorrowblade","Dragonheart","1"
"Adagio","carry","Shatterglass","Travel Boots","Alternating Current","Broken Myth","1"
"Adagio","carry","Crucible","Travel Boots","Stormcrown","Fountain of Renewal","1"
"Adagio","carry","Broken Myth","Alternating Current","Journey Boots","Fountain of Renewal","1"
"Adagio","carry","Shatterglass","Aegis","Broken Myth","Halcyon Chargers","1"
"Adagio","carry","Travel Boots","Alternating Current","Broken Myth","Frostburn","1"
"Adagio","carry","Journey Boots","Fountain of Renewal","Crucible","Atlas Pauldron","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Barbed Needle","Tornado Trigger","1"
"Adagio","carry","Fountain of Renewal","War Treads","Heavy Prism","Stormcrown","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Shatterglass","1"
"Adagio","carry","Crystal Bit","Fountain of Renewal","War Treads","Stormcrown","1"
"Adagio","carry","Stormguard Banner","Blazing Salvo","Shatterglass","Travel Boots","1"
"Adagio","carry","Clockwork","Fountain of Renewal","Sprint Boots","Crucible","1"
"Adagio","carry","Sprint Boots","Tornado Trigger","Sorrowblade","Aegis","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Ironguard Contract","Sprint Boots","1"
"Adagio","carry","Journey Boots","Sorrowblade","Tornado Trigger","Tyrant's Monocle","1"
"Adagio","carry","Stormcrown","Alternating Current","Travel Boots","Heavy Prism","1"
"Adagio","carry","Fountain of Renewal","War Treads","Stormcrown","Alternating Current","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","War Treads","Aftershock","1"
"Adagio","carry","Ironguard Contract","Fountain of Renewal","War Treads","Flare Gun","1"
"Adagio","carry","Ironguard Contract","Stormcrown","War Treads","Fountain of Renewal","1"
"Adagio","carry","Fountain of Renewal","Clockwork","War Treads","Shatterglass","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Fountain of Renewal","1"
"Adagio","carry","Fountain of Renewal","Heavy Steel","Blazing Salvo","Lucky Strike","1"
"Adagio","carry","Alternating Current","Alternating Current","War Treads","Broken Myth","1"
"Adagio","carry","Alternating Current","Travel Boots","Void Battery","Halcyon Potion","1"
"Adagio","carry","Shatterglass","Fountain of Renewal","Crucible","Travel Boots","1"
"Adagio","carry","Travel Boots","Broken Myth","Aegis","Alternating Current","1"
"Adagio","carry","Fountain of Renewal","Crucible","Atlas Pauldron","Travel Boots","1"
"Adagio","carry","Fountain of Renewal","Alternating Current","Travel Boots","Crucible","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Aegis","Halcyon Chargers","1"
"Adagio","carry","Halcyon Chargers","Fountain of Renewal","Coat of Plates","Crystal Bit","1"
"Adagio","carry","Fountain of Renewal","Crucible","Halcyon Chargers","Metal Jacket","1"
"Adagio","carry","Fountain of Renewal","War Treads","Crucible","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","War Treads","Alternating Current","Stormcrown","1"
"Adagio","carry","Travel Boots","Stormcrown","Fountain of Renewal","Crucible","1"
"Adagio","carry","Contraption","War Treads","Stormcrown","Aftershock","1"
"Adagio","carry","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","1"
"Adagio","carry","Kinetic Shield","Halcyon Chargers","Clockwork","Heavy Prism","1"
"Adagio","carry","Shatterglass","Clockwork","Travel Boots","Aftershock","1"
"Adagio","carry","Alternating Current","Shatterglass","Kinetic Shield","Travel Boots","1"
"Adagio","carry","Fountain of Renewal","Halcyon Chargers","Clockwork","Alternating Current","1"
"Adagio","carry","Crucible","Travel Boots","Shatterglass","Blazing Salvo","1"
"Adagio","carry","Tornado Trigger","Slumbering Husk","Serpent Mask","Travel Boots","1"
"Adagio","carry","Travel Boots","Nullwave Gauntlet","Stormcrown","Crucible","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Travel Boots","Reflex Block","1"
"Adagio","carry","Dragonheart","Travel Boots","Fountain of Renewal","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","Flare","Travel Boots","Lucky Strike","1"
"Adagio","carry","Fountain of Renewal","War Treads","Crucible","Lucky Strike","1"
"Adagio","carry","Alternating Current","Eclipse Prism","Halcyon Chargers","Kinetic Shield","1"
"Adagio","carry","Sorrowblade","Coat of Plates","Tyrant's Monocle","Travel Boots","1"
"Adagio","carry","Alternating Current","Shatterglass","Halcyon Chargers","Aegis","1"
"Adagio","carry","Alternating Current","Light Armor","Sprint Boots","Shatterglass","1"
"Adagio","carry","Alternating Current","Shatterglass","War Treads","Metal Jacket","1"
"Adagio","carry","Sorrowblade","Aegis","Journey Boots","Sorrowblade","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Coat of Plates","War Treads","1"
"Adagio","carry","Travel Boots","Alternating Current","Eve of Harvest","Aegis","1"
"Adagio","carry","Alternating Current","Metal Jacket","Broken Myth","Halcyon Chargers","1"
"Adagio","carry","Alternating Current","Broken Myth","Halcyon Chargers","Reflex Block","1"
"Adagio","carry","Alternating Current","Broken Myth","Shatterglass","Travel Boots","1"
"Adagio","carry","Alternating Current","Halcyon Chargers","Heavy Prism","Broken Myth","1"
"Adagio","carry","Fountain of Renewal","War Treads","Coat of Plates","Stormcrown","1"
"Adagio","carry","Scout Trap","Scout Trap","Scout Trap","Scout Trap","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Tyrant's Monocle","Travel Boots","1"
"Adagio","carry","Alternating Current","Broken Myth","Aegis","Halcyon Chargers","1"
"Adagio","carry","Journey Boots","Tornado Trigger","Breaking Point","Tornado Trigger","1"
"Adagio","carry","War Treads","Fountain of Renewal","Reflex Block","Shatterglass","1"
"Adagio","carry","Journey Boots","Tornado Trigger","Sorrowblade","Poisoned Shiv","1"
"Adagio","carry","Aegis","Alternating Current","Halcyon Chargers","Broken Myth","1"
"Adagio","carry","Alternating Current","Journey Boots","Broken Myth","Kinetic Shield","1"
"Adagio","carry","Stormcrown","Halcyon Chargers","Fountain of Renewal","Tension Bow","1"
"Adagio","carry","Alternating Current","Light Shield","Shatterglass","Reflex Block","1"
"Adagio","carry","Alternating Current","Coat of Plates","Shatterglass","Broken Myth","1"
"Adagio","carry","Alternating Current","Aegis","Journey Boots","Shatterglass","1"
"Adagio","carry","Alternating Current","Shatterglass","Light Shield","Travel Boots","1"
"Adagio","carry","Alternating Current","Coat of Plates","Shatterglass","Piercing Shard","1"
"Adagio","carry","Alternating Current","Aegis","Halcyon Chargers","Coat of Plates","1"
"Adagio","carry","Alternating Current","Aegis","Metal Jacket","Shatterglass","1"
"Adagio","carry","Alternating Current","Aegis","Shatterglass","Coat of Plates","1"
"Adagio","carry","Alternating Current","Metal Jacket","Shatterglass","Journey Boots","1"
"Adagio","carry","Alternating Current","Aegis","Shatterglass","Sprint Boots","1"
"Adagio","carry","Alternating Current","Eve of Harvest","Broken Myth","Journey Boots","1"
"Adagio","carry","Alternating Current","Metal Jacket","Frostburn","Aegis","1"
"Adagio","carry","Alternating Current","Metal Jacket","Journey Boots","Frostburn","1"
"Adagio","carry","Alternating Current","Aegis","Coat of Plates","Travel Boots","1"
"Adagio","carry","Alternating Current","Metal Jacket","Broken Myth","War Treads","1"
"Adagio","carry","Alternating Current","Shatterglass","Journey Boots","Piercing Shard","1"
"Adagio","carry","Sorrowblade","Breaking Point","Travel Boots","Tornado Trigger","1"
"Adagio","carry","Sorrowblade","Breaking Point","Tornado Trigger","Travel Boots","1"
"Adagio","carry","Journey Boots","Aegis","Coat of Plates","Alternating Current","1"
"Adagio","carry","Lucky Strike","Broken Myth","Broken Myth","Journey Boots","1"
"Adagio","carry","Travel Boots","Breaking Point","Bonesaw","Aegis","1"
"Adagio","carry","Reflex Block","Lucky Strike","Travel Boots","Shatterglass","1"
"Adagio","carry","Lucky Strike","Broken Myth","Journey Boots","Metal Jacket","1"
"Adagio","carry","Lucky Strike","Broken Myth","Aegis","Halcyon Chargers","1"
"Adagio","carry","Journey Boots","Lucky Strike","Shatterglass","Broken Myth","1"
"Adagio","carry","Travel Boots","Lucky Strike","Broken Myth","Shatterglass","1"
"Adagio","carry","Journey Boots","Lucky Strike","Metal Jacket","Broken Myth","1"
"Adagio","carry","Journey Boots","Lucky Strike","Broken Myth","Aegis","1"
"Adagio","carry","Lucky Strike","Metal Jacket","Journey Boots","Broken Myth","1"
"Adagio","carry","Journey Boots","Lucky Strike","Broken Myth","Shatterglass","1"
"Adagio","carry","Journey Boots","Alternating Current","Broken Myth","Shatterglass","1"
"Adagio","carry","Alternating Current","Travel Boots","Shatterglass","Crystal Bit","1"
"Adagio","carry","Sprint Boots","Alternating Current","Shatterglass","Heavy Prism","1"
"Adagio","carry","Journey Boots","Alternating Current","Heavy Prism","Light Shield","1"
"Adagio","carry","Alternating Current","Travel Boots","Broken Myth","Aegis","1"
"Adagio","carry","Alternating Current","Travel Boots","Reflex Block","Broken Myth","1"
"Adagio","carry","Alternating Current","Journey Boots","Broken Myth","Atlas Pauldron","1"
"Adagio","carry","Journey Boots","Alternating Current","Light Armor","Broken Myth","1"
"Adagio","carry","Journey Boots","Alternating Current","Broken Myth","Coat of Plates","1"
"Adagio","carry","Journey Boots","Alternating Current","Light Shield","Heavy Prism","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Reflex Block","1"
"Adagio","carry","Travel Boots","Aegis","Frostburn","Broken Myth","1"
"Adagio","carry","Journey Boots","Alternating Current","Broken Myth","Piercing Shard","1"
"Adagio","carry","Alternating Current","Travel Boots","Shatterglass","Reflex Block","1"
"Adagio","carry","Alternating Current","Aegis","Travel Boots","Broken Myth","1"
"Adagio","carry","Reflex Block","Travel Boots","Broken Myth","Shatterglass","1"
"Adagio","carry","Alternating Current","Shatterglass","Reflex Block","Sprint Boots","1"
"Adagio","carry","Travel Boots","Piercing Shard","Alternating Current","Shatterglass","1"
"Adagio","carry","Alternating Current","Heavy Prism","Piercing Shard","Coat of Plates","1"
"Adagio","carry","Alternating Current","Metal Jacket","Broken Myth","Aegis","1"
"Adagio","carry","Alternating Current","Journey Boots","Frostburn","Broken Myth","1"
"Adagio","carry","Alternating Current","Light Armor","Travel Boots","Reflex Block","1"
"Adagio","carry","Alternating Current","Metal Jacket","Journey Boots","Broken Myth","1"
"Adagio","carry","Alternating Current","Light Armor","Journey Boots","Broken Myth","1"
"Adagio","carry","Alternating Current","Coat of Plates","Journey Boots","Broken Myth","1"
"Adagio","carry","Alternating Current","Journey Boots","Frostburn","Kinetic Shield","1"
"Adagio","carry","Alternating Current","Light Armor","Broken Myth","Journey Boots","1"
"Adagio","carry","Journey Boots","Reflex Block","Alternating Current","Broken Myth","1"
"Adagio","carry","Travel Boots","Alternating Current","Frostburn","Broken Myth","1"
"Adagio","carry","Alternating Current","Sprint Boots","Broken Myth","Light Shield","1"
"Adagio","carry","Journey Boots","Alternating Current","Light Armor","Aegis","1"
"Adagio","carry","Lucky Strike","Broken Myth","Travel Boots","Reflex Block","1"
"Adagio","carry","Lucky Strike","Travel Boots","Frostburn","Aegis","1"
"Adagio","carry","Sorrowblade","Breaking Point","Journey Boots","Tyrant's Monocle","1"
"Adagio","carry","Alternating Current","Broken Myth","Halcyon Chargers","Aegis","1"
"Adagio","carry","Fountain of Renewal","Nullwave Gauntlet","War Treads","Atlas Pauldron","1"
"Adagio","carry","Halcyon Chargers","Alternating Current","Kinetic Shield","Shatterglass","1"
"Adagio","carry","Halcyon Chargers","Alternating Current","Broken Myth","Aegis","1"
"Koshka","carry","Aegis","Shatterglass","Shatterglass","Travel Boots","1"
"Koshka","carry","Broken Myth","Stormcrown","Metal Jacket","Eclipse Prism","1"
"Koshka","carry","Aftershock","Aegis","Halcyon Chargers","Broken Myth","1"
"Koshka","carry","Sorrowblade","Sorrowblade","Slumbering Husk","Metal Jacket","1"
"Koshka","carry","Shatterglass","Sprint Boots","Crucible","Eve of Harvest","1"
"Koshka","carry","Shatterglass","Broken Myth","Travel Boots","Aftershock","1"
"Koshka","carry","Shatterglass","Slumbering Husk","Travel Boots","Aftershock","1"
"Koshka","carry","Shatterglass","Aftershock","Halcyon Chargers","Broken Myth","1"
"Koshka","carry","Shatterglass","Broken Myth","Metal Jacket","Reflex Block","1"
"Koshka","carry","Shatterglass","Slumbering Husk","Halcyon Chargers","Heavy Prism","1"
"Koshka","carry","Shatterglass","Aegis","Broken Myth","Travel Boots","1"
"Koshka","carry","Slumbering Husk","Shatterglass","Fountain of Renewal","Aftershock","1"
"Koshka","carry","Journey Boots","Alternating Current","Metal Jacket","Metal Jacket","1"
"Koshka","carry","Aftershock","Shatterglass","Travel Boots","Eve of Harvest","1"
"Ringo","jungler","Breaking Point","Sorrowblade","Tension Bow","Travel Boots","1"
"Ringo","jungler","Sorrowblade","Breaking Point","Travel Boots","Aegis","1"
"Ringo","jungler","Sorrowblade","Halcyon Chargers","Poisoned Shiv","Tyrant's Monocle","1"
"Ringo","jungler","Sorrowblade","Energy Battery","Travel Boots","Tornado Trigger","1"
"Ringo","jungler","Sorrowblade","Tension Bow","Tornado Trigger","Halcyon Potion","1"
"Ringo","jungler","Sorrowblade","Serpent Mask","Tornado Trigger","Tyrant's Monocle","1"
"Ringo","jungler","Reflex Block","Tornado Trigger","Sorrowblade","Tyrant's Monocle","1"
"Ringo","jungler","Breaking Point","Minion Candy","Blazing Salvo","Lucky Strike","1"
"Ringo","jungler","Sorrowblade","Tyrant's Monocle","Travel Boots","Tornado Trigger","1"
"Ringo","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Slumbering Husk","1"
"Ringo","jungler","Chronograph","Book of Eulogies","Travel Boots","Alternating Current","1"
"Ringo","jungler","Halcyon Chargers","Halcyon Potion","Heavy Prism","Heavy Prism","1"
"Ringo","jungler","Sorrowblade","War Treads","Stormcrown","Tornado Trigger","1"
"Ringo","jungler","Sorrowblade","Serpent Mask","Travel Boots","Tornado Trigger","1"
"Ringo","jungler","Sorrowblade","Halcyon Chargers","Blazing Salvo","Bonesaw","1"
"Ringo","jungler","Serpent Mask","Tornado Trigger","Tornado Trigger","Sorrowblade","1"
"Ringo","jungler","Sorrowblade","Halcyon Chargers","Blazing Salvo","Halcyon Potion","1"
"Ringo","jungler","Sorrowblade","Halcyon Chargers","Tyrant's Monocle","Tornado Trigger","1"
"Ringo","jungler","Halcyon Potion","Halcyon Potion","Halcyon Potion","Halcyon Potion","1"
"Ringo","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Stormguard Banner","1"
"Ringo","jungler","Sorrowblade","Poisoned Shiv","Crucible","Halcyon Chargers","1"
"Ringo","jungler","Sorrowblade","Atlas Pauldron","Poisoned Shiv","Travel Boots","1"
"Ringo","jungler","Sorrowblade","Breaking Point","Journey Boots","Coat of Plates","1"
"Ringo","jungler","Travel Boots","Alternating Current","Shatterglass","Reflex Block","1"
"Ringo","jungler","Sorrowblade","Aegis","Tornado Trigger","Halcyon Chargers","1"
"Ringo","jungler","Sorrowblade","Coat of Plates","Breaking Point","Halcyon Chargers","1"
"Ringo","jungler","Sorrowblade","Tyrant's Monocle","Travel Boots","Aegis","1"
"Ringo","jungler","Sorrowblade","Journey Boots","Tyrant's Monocle","Tyrant's Monocle","1"
"Ringo","jungler","Sprint Boots","Tornado Trigger","Sorrowblade","Energy Battery","1"
"Ringo","jungler","Sorrowblade","Breaking Point","Bonesaw","Halcyon Chargers","1"
"Adagio","jungler","Fountain of Renewal","Light Shield","War Treads","Stormcrown","1"
"Adagio","jungler","Fountain of Renewal","Travel Boots","Crucible","Stormcrown","1"
"Adagio","jungler","Contraption","War Treads","Stormcrown","Crystal Bit","1"
"Adagio","jungler","Alternating Current","Crucible","Travel Boots","Slumbering Husk","1"
"Adagio","jungler","Ironguard Contract","Fountain of Renewal","Stormcrown","War Treads","1"
"Adagio","jungler","Fountain of Renewal","Halcyon Chargers","Coat of Plates","Stormcrown","1"
"Adagio","jungler","Contraption","Halcyon Chargers","Aegis","Crucible","1"
"Adagio","jungler","War Treads","Atlas Pauldron","Fountain of Renewal","Shatterglass","1"
"Adagio","jungler","Fountain of Renewal","Stormcrown","War Treads","Eclipse Prism","1"
"Adagio","jungler","Tension Bow","Tornado Trigger","Tyrant's Monocle","Sorrowblade","1"
"Adagio","jungler","Fountain of Renewal","Travel Boots","Coat of Plates","Tension Bow","1"
"Adagio","jungler","Fountain of Renewal","Metal Jacket","Sprint Boots","Sorrowblade","1"
"Adagio","jungler","Stormcrown","Fountain of Renewal","Travel Boots","Lucky Strike","1"
"Adagio","jungler","Alternating Current","Fountain of Renewal","Reflex Block","Stormguard Banner","1"
"Adagio","jungler","Fountain of Renewal","Halcyon Chargers","Stormcrown","Metal Jacket","1"
"Adagio","jungler","Shatterglass","Fountain of Renewal","Light Shield","Coat of Plates","1"
"Adagio","jungler","Alternating Current","Shatterglass","Travel Boots","Stormcrown","1"
"Adagio","jungler","Broken Myth","Crucible","Fountain of Renewal","War Treads","1"
"Adagio","jungler","Alternating Current","Broken Myth","War Treads","Aegis","1"
"Adagio","jungler","Halcyon Chargers","Alternating Current","Alternating Current","Alternating Current","1"
"Adagio","jungler","Travel Boots","Energy Battery","Aegis","Alternating Current","1"
"Adagio","jungler","Stormcrown","Tornado Trigger","Crucible","Sorrowblade","1"
"Adagio","jungler","Tension Bow","Tornado Trigger","Fountain of Renewal","Coat of Plates","1"
"Adagio","jungler","Stormcrown","War Treads","Tornado Trigger","Sorrowblade","1"
"Adagio","jungler","Aegis","Alternating Current","Metal Jacket","Shatterglass","1"
"Adagio","jungler","Fountain of Renewal","War Treads","Stormcrown","Eve of Harvest","1"
"Adagio","jungler","Aegis","Clockwork","Lucky Strike","Halcyon Chargers","1"
"Adagio","jungler","Alternating Current","Travel Boots","Broken Myth","Aegis","1"
"Adagio","jungler","Fountain of Renewal","Crucible","Broken Myth","Alternating Current","1"
"Adagio","jungler","Lucky Strike","Broken Myth","Halcyon Chargers","Aegis","1"
"Adagio","jungler","Alternating Current","Broken Myth","Halcyon Chargers","Aegis","1"
"Adagio","jungler","Halcyon Chargers","Aegis","Metal Jacket","Alternating Current","1"
"Adagio","jungler","Alternating Current","Broken Myth","Shatterglass","Hourglass","1"
"Adagio","jungler","Fountain of Renewal","Crucible","Travel Boots","Clockwork","1"
"Adagio","jungler","Alternating Current","Light Shield","Sprint Boots","Reflex Block","1"
"Adagio","jungler","Lucky Strike","Broken Myth","Travel Boots","Piercing Shard","1"
"Adagio","jungler","Lucky Strike","Broken Myth","Aegis","Journey Boots","1"
"Adagio","jungler","Lucky Strike","Broken Myth","Travel Boots","Crystal Bit","1"
"Adagio","jungler","Lucky Strike","Reflex Block","Journey Boots","Broken Myth","1"
"Adagio","jungler","Alternating Current","Heavy Prism","Sprint Boots","Metal Jacket","1"
"Adagio","jungler","Alternating Current","Journey Boots","Fountain of Renewal","Crucible","1"
"Adagio","jungler","Alternating Current","Heavy Prism","Sprint Boots","Aegis","1"
"Adagio","jungler","Alternating Current","Travel Boots","Broken Myth","Frostburn","1"
"Adagio","jungler","Travel Boots","Alternating Current","Frostburn","Reflex Block","1"
"Adagio","jungler","Alternating Current","Broken Myth","Reflex Block","Travel Boots","1"
"Adagio","jungler","Alternating Current","Broken Myth","Journey Boots","Aegis","1"
"Adagio","jungler","Alternating Current","Journey Boots","Broken Myth","Atlas Pauldron","1"
"Adagio","jungler","Alternating Current","Travel Boots","Broken Myth","Reflex Block","1"
"Adagio","jungler","Alternating Current","Travel Boots","Crystal Bit","Heavy Prism","1"
"Adagio","jungler","Travel Boots","Blazing Salvo","Shatterglass","Halcyon Potion","1"
"Adagio","jungler","Frostburn","Alternating Current","Broken Myth","Travel Boots","1"
"Adagio","jungler","Journey Boots","Frostburn","Alternating Current","Broken Myth","1"
"Adagio","jungler","Alternating Current","Heavy Prism","Travel Boots","Reflex Block","1"
"Adagio","jungler","Nullwave Gauntlet","Alternating Current","Broken Myth","Journey Boots","1"
"Adagio","jungler","Sprint Boots","Alternating Current","Reflex Block","Light Shield","1"
"Adagio","jungler","Lucky Strike","Heavy Prism","Sprint Boots","Crystal Bit","1"
"Adagio","jungler","Lucky Strike","Travel Boots","Broken Myth","Shatterglass","1"
"Adagio","jungler","Alternating Current","Aegis","Halcyon Chargers","Frostburn","1"
"Koshka","jungler","Aftershock","Shatterglass","Metal Jacket","Slumbering Husk","1"
"Koshka","jungler","War Treads","Shatterglass","Crucible","Stormcrown","1"
"Koshka","jungler","Shatterglass","Kinetic Shield","Void Battery","Chronograph","1"
"Koshka","jungler","Broken Myth","Stormcrown","Halcyon Chargers","Aftershock","1"
"Koshka","jungler","Aftershock","Broken Myth","Aegis","Shatterglass","1"
"Koshka","jungler","Metal Jacket","Shatterglass","Shatterglass","Crucible","1"
"Koshka","jungler","Slumbering Husk","Aftershock","Halcyon Chargers","Shatterglass","1"
"Koshka","jungler","Aftershock","Broken Myth","Kinetic Shield","Reflex Block","1"
"Koshka","jungler","Frostburn","Broken Myth","Stormcrown","Travel Boots","1"
"Koshka","jungler","Shatterglass","Halcyon Chargers","Coat of Plates","Aftershock","1"
"Koshka","jungler","Shatterglass","Halcyon Chargers","Broken Myth","Lucky Strike","1"
"Koshka","jungler","Aftershock","Eclipse Prism","Halcyon Chargers","Fountain of Renewal","1"
"Koshka","jungler","Fountain of Renewal","Shatterglass","Sprint Boots","Slumbering Husk","1"
"Koshka","jungler","Aftershock","Broken Myth","Shatterglass","Travel Boots","1"
"Koshka","jungler","Broken Myth","Chronograph","Eclipse Prism","Eclipse Prism","1"
"Koshka","jungler","Aftershock","Coat of Plates","Shatterglass","Slumbering Husk","1"
"Koshka","jungler","Halcyon Chargers","Shatterglass","Piercing Shard","Aegis","1"
"Koshka","jungler","Travel Boots","Reflex Block","Broken Myth","Aftershock","1"
"Koshka","jungler","Halcyon Chargers","Aegis","Broken Myth","Aftershock","1"
