"Ringo","carry","Sorrowblade","Breaking Point","Halcyon Chargers","Bonesaw","Metal Jacket","Aegis","1"
"Ringo","carry","Sorrowblade","Breaking Point","Bonesaw","Aegis","Metal Jacket","Halcyon Chargers","1"
"Ringo","carry","Sorrowblade","Light Armor","Slumbering Husk","Halcyon Chargers","Breaking Point","Aegis","1"
"Ringo","carry","Alternating Current","Broken Myth","Eve of Harvest","Halcyon Chargers","Clockwork","Reflex Block","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Halcyon Chargers","Tyrant's Monocle","Reflex Block","1"
"Ringo","carry","Tyrant's Monocle","Sorrowblade","Aegis","Tornado Trigger","Travel Boots","Lucky Strike","1"
"Ringo","carry","Breaking Point","Sorrowblade","Tornado Trigger","Halcyon Chargers","Bonesaw","Aegis","1"
"Ringo","carry","Sorrowblade","Sprint Boots","Light Armor","Breaking Point","Reflex Block","Scout Trap","1"
"Ringo","carry","Halcyon Chargers","Tension Bow","Metal Jacket","Sorrowblade","Breaking Point","Aegis","1"
"Ringo","carry","Sorrowblade","Tension Bow","Halcyon Chargers","Tornado Trigger","Tornado Trigger","Reflex Block","1"
"Ringo","carry","Reflex Block","Lucky Strike","Sprint Boots","Broken Myth","Eve of Harvest","Light Armor","1"
"Ringo","carry","Eve of Harvest","Lucky Strike","Travel Boots","Shatterglass","Aegis","Piercing Shard","1"
"Ringo","carry","Tyrant's Monocle","Breaking Point","Sorrowblade","Halcyon Chargers","Aegis","Tornado Trigger","1"
"Ringo","carry","Shatterglass","Echo","Broken Myth","Halcyon Chargers","Aegis","Crystal Bit","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Aegis","Breaking Point","Tyrant's Monocle","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Travel Boots","Reflex Block","Tyrant's Monocle","Kinetic Shield","1"
"Ringo","carry","Sorrowblade","Bonesaw","Six Sins","Travel Boots","Aegis","Tyrant's Monocle","1"
"Ringo","carry","Sorrowblade","Metal Jacket","Travel Boots","Aegis","Breaking Point","Lucky Strike","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Halcyon Chargers","Slumbering Husk","Lucky Strike","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Halcyon Chargers","Bonesaw","Metal Jacket","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Reflex Block","Tyrant's Monocle","1"
"Ringo","carry","Serpent Mask","Halcyon Chargers","Breaking Point","Kinetic Shield","Swift Shooter","Sorrowblade","1"
"Ringo","carry","Sorrowblade","Aegis","Travel Boots","Tornado Trigger","Tyrant's Monocle","Tyrant's Monocle","1"
"Ringo","carry","Tyrant's Monocle","Tyrant's Monocle","Tyrant's Monocle","Tyrant's Monocle","Tyrant's Monocle","Tyrant's Monocle","1"
"Ringo","carry","Sorrowblade","Lucky Strike","Travel Boots","Kinetic Shield","Coat of Plates","Tyrant's Monocle","1"
"Ringo","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Aegis","Six Sins","1"
"Ringo","carry","Alternating Current","Aegis","Broken Myth","Eve of Harvest","Halcyon Chargers","Shatterglass","1"
"Ringo","carry","Broken Myth","Journey Boots","Clockwork","Reflex Block","Shatterglass","Shatterglass","1"
"Ringo","carry","Clockwork","Alternating Current","Halcyon Chargers","Broken Myth","Aegis","Shatterglass","1"
"Ringo","carry","Breaking Point","Tension Bow","Halcyon Chargers","Aegis","Lucky Strike","Sorrowblade","1"
"Ringo","carry","Halcyon Chargers","Alternating Current","Eve of Harvest","Eve of Harvest","Eve of Harvest","Eve of Harvest","1"
"Ringo","carry","Sorrowblade","Tyrant's Monocle","Blazing Salvo","Sprint Boots","Aegis","Minion's Foot","1"
"Ringo","carry","Tyrant's Monocle","Halcyon Chargers","Tension Bow","Sorrowblade","Tornado Trigger","Tornado Trigger","1"
"Ringo","carry","Sprint Boots","Sorrowblade","Blazing Salvo","Weapon Blade","Weapon Blade","Minion's Foot","1"
"Ringo","carry","Journey Boots","Poisoned Shiv","Aegis","Sorrowblade","Tornado Trigger","Atlas Pauldron","1"
"Ringo","carry","Sorrowblade","Travel Boots","Tyrant's Monocle","Breaking Point","Tornado Trigger","Reflex Block","1"
"Ringo","carry","Journey Boots","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Aegis","Tyrant's Monocle","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","War Treads","Crucible","Contraption","Atlas Pauldron","1"
"Adagio","carry","Broken Myth","Crucible","Fountain of Renewal","Journey Boots","Clockwork","Coat of Plates","1"
"Adagio","carry","Fountain of Renewal","Travel Boots","Alternating Current","Heavy Prism","Energy Battery","Oakheart","1"
"Adagio","carry","Fountain of Renewal","Alternating Current","Contraption","Journey Boots","Stormcrown","Aegis","1"
"Adagio","carry","Crucible","Fountain of Renewal","War Treads","Stormcrown","Heavy Prism","Clockwork","1"
"Adagio","carry","Alternating Current","Halcyon Chargers","Shatterglass","Aegis","Broken Myth","Heavy Prism","1"
"Adagio","carry","Aegis","Tornado Trigger","Halcyon Chargers","Coat of Plates","Sorrowblade","Serpent Mask","1"
"Adagio","carry","Halcyon Chargers","Metal Jacket","Clockwork","Fountain of Renewal","Contraption","Crucible","1"
"Adagio","carry","Broken Myth","Journey Boots","Blazing Salvo","Coat of Plates","Crucible","Crucible","1"
"Adagio","carry","Fountain of Renewal","Aegis","Broken Myth","Alternating Current","Journey Boots","Blazing Salvo","1"
"Adagio","carry","Crucible","Broken Myth","Atlas Pauldron","Journey Boots","Fountain of Renewal","Alternating Current","1"
"Adagio","carry","Broken Myth","Crucible","Fountain of Renewal","Journey Boots","Atlas Pauldron","Echo","1"
"Adagio","carry","Broken Myth","Fountain of Renewal","Halcyon Chargers","Atlas Pauldron","Alternating Current","Clockwork","1"
"Adagio","carry","War Treads","Fountain of Renewal","Heavy Prism","Eclipse Prism","Stormcrown","Crucible","1"
"Adagio","carry","Bonesaw","Stormcrown","Halcyon Chargers","Fountain of Renewal","Heavy Prism","Coat of Plates","1"
"Adagio","carry","Alternating Current","Piercing Shard","Aegis","Travel Boots","Heavy Prism","Crystal Infusion","1"
"Adagio","carry","Fountain of Renewal","War Treads","Halcyon Potion","Shatterglass","Stormcrown","Crucible","1"
"Adagio","carry","Fountain of Renewal","War Treads","Crystal Bit","Stormcrown","Reflex Block","Dragonheart","1"
"Adagio","carry","Broken Myth","Halcyon Chargers","Light Armor","Fountain of Renewal","Crucible","Blazing Salvo","1"
"Adagio","carry","Fountain of Renewal","War Treads","Flare","Atlas Pauldron","Reflex Block","Crucible","1"
"Adagio","carry","Alternating Current","Journey Boots","Aegis","Broken Myth","Frostburn","Metal Jacket","1"
"Adagio","carry","Fountain of Renewal","Crucible","War Treads","Stormcrown","Slumbering Husk","Slumbering Husk","1"
"Adagio","carry","Tornado Trigger","Fountain of Renewal","Tyrant's Monocle","Sorrowblade","Oakheart","Travel Boots","1"
"Adagio","carry","Alternating Current","Aegis","Void Battery","Travel Boots","Travel Boots","Travel Boots","1"
"Adagio","carry","Atlas Pauldron","Fountain of Renewal","War Treads","Clockwork","Alternating Current","Crucible","1"
"Adagio","carry","Fountain of Renewal","Eclipse Prism","War Treads","Stormcrown","Void Battery","Crucible","1"
"Adagio","carry","Crucible","Alternating Current","War Treads","Atlas Pauldron","Clockwork","Heavy Prism","1"
"Adagio","carry","Crucible","Alternating Current","Halcyon Chargers","Crystal Bit","Clockwork","Fountain of Renewal","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Void Battery","Blazing Salvo","Blazing Salvo","1"
"Adagio","carry","Crucible","Fountain of Renewal","Travel Boots","Contraption","Void Battery","Broken Myth","1"
"Adagio","carry","Fountain of Renewal","Crucible","Halcyon Chargers","Atlas Pauldron","Stormcrown","Stormcrown","1"
"Adagio","carry","Breaking Point","Halcyon Chargers","Reflex Block","Lucky Strike","Sorrowblade","Tornado Trigger","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Void Battery","Aegis","Aegis","1"
"Adagio","carry","Fountain of Renewal","Atlas Pauldron","Stormcrown","War Treads","Piercing Shard","Contraption","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Heavy Prism","Sprint Boots","Hourglass","Hourglass","1"
"Adagio","carry","Journey Boots","Fountain of Renewal","Crucible","Nullwave Gauntlet","Atlas Pauldron","Alternating Current","1"
"Adagio","carry","Eve of Harvest","Contraption","Fountain of Renewal","Halcyon Chargers","Slumbering Husk","Crucible","1"
"Adagio","carry","Breaking Point","Poisoned Shiv","Halcyon Chargers","Tornado Trigger","Aegis","Heavy Steel","1"
"Adagio","carry","Slumbering Husk","Sprint Boots","Alternating Current","Broken Myth","Light Shield","Coat of Plates","1"
"Adagio","carry","Clockwork","Alternating Current","Fountain of Renewal","War Treads","Stormcrown","Crucible","1"
"Adagio","carry","Shatterglass","Fountain of Renewal","War Treads","Crucible","Void Battery","Void Battery","1"
"Adagio","carry","Stormcrown","Blazing Salvo","Travel Boots","Fountain of Renewal","Crucible","Contraption","1"
"Adagio","carry","Fountain of Renewal","Travel Boots","Crucible","Alternating Current","Heavy Prism","Halcyon Potion","1"
"Adagio","carry","Oakheart","Oakheart","Oakheart","Oakheart","Oakheart","Oakheart","1"
"Adagio","carry","War Treads","Contraption","Fountain of Renewal","Clockwork","Crucible","Atlas Pauldron","1"
"Adagio","carry","Fountain of Renewal","Contraption","War Treads","Shatterglass","Stormcrown","Crucible","1"
"Adagio","carry","Crucible","Fountain of Renewal","War Treads","Atlas Pauldron","Stormcrown","Void Battery","1"
"Adagio","carry","Alternating Current","Journey Boots","Broken Myth","Aegis","Frostburn","Metal Jacket","1"
"Adagio","carry","Travel Boots","Alternating Current","Shatterglass","Broken Myth","Crucible","Coat of Plates","1"
"Adagio","carry","Alternating Current","Aegis","Travel Boots","Clockwork","Broken Myth","Broken Myth","1"
"Adagio","carry","Alternating Current","Void Battery","Metal Jacket","Fountain of Renewal","Stormcrown","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","War Treads","Eclipse Prism","Stormcrown","Crucible","Flare Gun","1"
"Adagio","carry","Shatterglass","War Treads","Stormcrown","Crucible","Fountain of Renewal","Fountain of Renewal","1"
"Adagio","carry","Halcyon Chargers","Alternating Current","Frostburn","Coat of Plates","Heavy Prism","Broken Myth","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Aegis","Atlas Pauldron","Halcyon Chargers","Tyrant's Monocle","1"
"Adagio","carry","Eve of Harvest","War Treads","Fountain of Renewal","Stormcrown","Alternating Current","Metal Jacket","1"
"Adagio","carry","Fountain of Renewal","Clockwork","Crucible","War Treads","Atlas Pauldron","Contraption","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Coat of Plates","Lucky Strike","Six Sins","Halcyon Potion","1"
"Adagio","carry","Contraption","War Treads","Stormcrown","Crystal Bit","Fountain of Renewal","Oakheart","1"
"Adagio","carry","Sorrowblade","Stormcrown","Tornado Trigger","Barbed Needle","Heavy Steel","Heavy Steel","1"
"Adagio","carry","Fountain of Renewal","Eclipse Prism","War Treads","Stormcrown","Crucible","Crucible","1"
"Adagio","carry","Contraption","Swift Shooter","Journey Boots","Stormcrown","Crucible","Fountain of Renewal","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","War Treads","Crucible","Shatterglass","Coat of Plates","1"
"Adagio","carry","Fountain of Renewal","Crystal Bit","War Treads","Stormcrown","Crucible","Crucible","1"
"Adagio","carry","Travel Boots","Tornado Trigger","Sorrowblade","Crucible","Fountain of Renewal","Slumbering Husk","1"
"Adagio","carry","Alternating Current","War Treads","Broken Myth","Slumbering Husk","Aegis","Frostburn","1"
"Adagio","carry","Alternating Current","Shatterglass","Travel Boots","Contraption","Broken Myth","Kinetic Shield","1"
"Adagio","carry","War Treads","Stormcrown","Crucible","Alternating Current","Coat of Plates","Void Battery","1"
"Adagio","carry","Alternating Current","Aegis","Halcyon Chargers","Stormcrown","Contraption","Broken Myth","1"
"Adagio","carry","War Treads","Fountain of Renewal","Crystal Bit","Stormcrown","Crucible","Crucible","1"
"Adagio","carry","Fountain of Renewal","War Treads","Shatterglass","Stormcrown","Crucible","Flare","1"
"Adagio","carry","Crucible","War Treads","Fountain of Renewal","Eclipse Prism","Stormcrown","Metal Jacket","1"
"Adagio","carry","Fountain of Renewal","Ironguard Contract","Journey Boots","Aegis","Crucible","Void Battery","1"
"Adagio","carry","Alternating Current","Travel Boots","Crucible","Broken Myth","Fountain of Renewal","Fountain of Renewal","1"
"Adagio","carry","Shatterglass","War Treads","Fountain of Renewal","Stormcrown","Heavy Prism","Dragonheart","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Crucible","Kinetic Shield","Reflex Block","1"
"Adagio","carry","Stormcrown","Alternating Current","Halcyon Chargers","Crucible","Slumbering Husk","Broken Myth","1"
"Adagio","carry","Contraption","Metal Jacket","Travel Boots","Fountain of Renewal","Crucible","Stormcrown","1"
"Adagio","carry","Shatterglass","Travel Boots","Reflex Block","Fountain of Renewal","Coat of Plates","Chronograph","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Sprint Boots","Kinetic Shield","Tyrant's Monocle","Coat of Plates","1"
"Adagio","carry","Fountain of Renewal","Travel Boots","Crucible","Alternating Current","Chronograph","Void Battery","1"
"Adagio","carry","Halcyon Chargers","Sorrowblade","Tornado Trigger","Metal Jacket","Breaking Point","Halcyon Potion","1"
"Adagio","carry","Alternating Current","Broken Myth","Journey Boots","Crucible","Metal Jacket","Void Battery","1"
"Adagio","carry","Fountain of Renewal","War Treads","Eclipse Prism","Stormcrown","Crucible","Crystal Bit","1"
"Adagio","carry","Fountain of Renewal","War Treads","Aftershock","Stormcrown","Alternating Current","Alternating Current","1"
"Adagio","carry","Stormcrown","Halcyon Chargers","Slumbering Husk","Shatterglass","Fountain of Renewal","Flare Gun","1"
"Adagio","carry","Fountain of Renewal","Eve of Harvest","Travel Boots","Alternating Current","Blazing Salvo","Heavy Prism","1"
"Adagio","carry","Fountain of Renewal","Halcyon Chargers","Alternating Current","Slumbering Husk","Eve of Harvest","Eve of Harvest","1"
"Adagio","carry","Stormcrown","Tornado Trigger","Metal Jacket","Contraption","Travel Boots","Heavy Prism","1"
"Adagio","carry","Fountain of Renewal","War Treads","Heavy Prism","Shatterglass","Crucible","Aftershock","1"
"Adagio","carry","Fountain of Renewal","War Treads","Clockwork","Shatterglass","Crucible","Atlas Pauldron","1"
"Adagio","carry","Fountain of Renewal","Contraption","Stormcrown","War Treads","Crucible","Heavy Prism","1"
"Adagio","carry","Shatterglass","Contraption","Halcyon Chargers","Stormcrown","Fountain of Renewal","Atlas Pauldron","1"
"Adagio","carry","Crucible","Energy Battery","War Treads","Fountain of Renewal","Aegis","Stormguard Banner","1"
"Adagio","carry","Travel Boots","Travel Boots","Travel Boots","Travel Boots","Sprint Boots","Sprint Boots","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Eclipse Prism","War Treads","Metal Jacket","Crystal Bit","1"
"Adagio","carry","Stormguard Banner","Fountain of Renewal","Travel Boots","Crucible","Frostburn","Dragonheart","1"
"Adagio","carry","Stormcrown","War Treads","Frostburn","Fountain of Renewal","Crucible","Aegis","1"
"Adagio","carry","Alternating Current","Journey Boots","Frostburn","Crucible","Atlas Pauldron","Fountain of Renewal","1"
"Adagio","carry","Coat of Plates","Tornado Trigger","Halcyon Chargers","Sorrowblade","Aegis","Stormcrown","1"
"Adagio","carry","Stormcrown","Halcyon Chargers","Alternating Current","Fountain of Renewal","Metal Jacket","Light Armor","1"
"Adagio","carry","Clockwork","Frostburn","Alternating Current","Halcyon Chargers","Coat of Plates","Dragonheart","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Aegis","Coat of Plates","Tyrant's Monocle","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Sprint Boots","Kinetic Shield","Coat of Plates","Coat of Plates","1"
"Adagio","carry","Sorrowblade","Aegis","Stormguard Banner","Tornado Trigger","Travel Boots","Hourglass","1"
"Adagio","carry","Fountain of Renewal","Coat of Plates","War Treads","Crystal Bit","Stormcrown","Reflex Block","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Metal Jacket","Frostburn","Fountain of Renewal","1"
"Adagio","carry","Alternating Current","Halcyon Chargers","Aegis","Broken Myth","Atlas Pauldron","Stormcrown","1"
"Adagio","carry","Halcyon Chargers","Tornado Trigger","Fountain of Renewal","Stormguard Banner","Metal Jacket","Crucible","1"
"Adagio","carry","Eve of Harvest","War Treads","Fountain of Renewal","Aegis","Crucible","Metal Jacket","1"
"Adagio","carry","Alternating Current","Metal Jacket","Travel Boots","Alternating Current","Kinetic Shield","Shatterglass","1"
"Adagio","carry","Alternating Current","Fountain of Renewal","Travel Boots","Crucible","Atlas Pauldron","Frostburn","1"
"Adagio","carry","Void Battery","Hourglass","Fountain of Renewal","Heavy Prism","War Treads","Crucible","1"
"Adagio","carry","Contraption","Fountain of Renewal","Atlas Pauldron","Travel Boots","Crucible","Heavy Prism","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Coat of Plates","Travel Boots","Bonesaw","Halcyon Potion","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","War Treads","Aegis","Tyrant's Monocle","Coat of Plates","1"
"Adagio","carry","Alternating Current","Aegis","Journey Boots","Broken Myth","Shatterglass","Heavy Prism","1"
"Adagio","carry","Halcyon Chargers","Alternating Current","Broken Myth","Reflex Block","Kinetic Shield","Shatterglass","1"
"Adagio","carry","Alternating Current","Shatterglass","Eclipse Prism","Sprint Boots","Aegis","Aegis","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Sprint Boots","Kinetic Shield","Light Armor","Tyrant's Monocle","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Kinetic Shield","Coat of Plates","Six Sins","1"
"Adagio","carry","Travel Boots","Tornado Trigger","Sorrowblade","Halcyon Potion","Kinetic Shield","Coat of Plates","1"
"Adagio","carry","Stormcrown","Fountain of Renewal","War Treads","Eclipse Prism","Crucible","Heavy Prism","1"
"Adagio","carry","Alternating Current","Travel Boots","Stormcrown","Metal Jacket","Fountain of Renewal","Heavy Prism","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","War Treads","Shatterglass","Crucible","Clockwork","1"
"Adagio","carry","Sorrowblade","Eve of Harvest","Kinetic Shield","Breaking Point","Tornado Trigger","Sprint Boots","1"
"Adagio","carry","Fountain of Renewal","Eclipse Prism","War Treads","Stormcrown","Crucible","Heavy Prism","1"
"Adagio","carry","Fountain of Renewal","Contraption","War Treads","Alternating Current","Metal Jacket","Crucible","1"
"Adagio","carry","Tornado Trigger","Travel Boots","Sorrowblade","Dragonheart","Dragonheart","Dragonheart","1"
"Adagio","carry","Shatterglass","Travel Boots","Alternating Current","Broken Myth","Broken Myth","Broken Myth","1"
"Adagio","carry","Crucible","Travel Boots","Stormcrown","Fountain of Renewal","Metal Jacket","Metal Jacket","1"
"Adagio","carry","Broken Myth","Alternating Current","Journey Boots","Fountain of Renewal","Frostburn","Metal Jacket","1"
"Adagio","carry","Shatterglass","Aegis","Broken Myth","Halcyon Chargers","Frostburn","Clockwork","1"
"Adagio","carry","Travel Boots","Alternating Current","Broken Myth","Frostburn","Aegis","Aegis","1"
"Adagio","carry","Journey Boots","Fountain of Renewal","Crucible","Atlas Pauldron","Contraption","Contraption","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Barbed Needle","Tornado Trigger","Coat of Plates","War Treads","1"
"Adagio","carry","Fountain of Renewal","War Treads","Heavy Prism","Stormcrown","Crucible","Crucible","1"
"Adagio","carry","Alternating Current","Broken Myth","Travel Boots","Shatterglass","Clockwork","Clockwork","1"
"Adagio","carry","Fountain of Renewal","War Treads","Eclipse Prism","Stormcrown","Void Battery","Crucible","1"
"Adagio","carry","Crystal Bit","Fountain of Renewal","War Treads","Stormcrown","Crucible","Atlas Pauldron","1"
"Adagio","carry","Stormguard Banner","Blazing Salvo","Shatterglass","Travel Boots","Metal Jacket","Fountain of Renewal","1"
"Adagio","carry","Clockwork","Fountain of Renewal","Sprint Boots","Crucible","Metal Jacket","Shatterglass","1"
"Adagio","carry","Sprint Boots","Tornado Trigger","Sorrowblade","Aegis","Coat of Plates","Tyrant's Monocle","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Ironguard Contract","Sprint Boots","Alternating Current","Reflex Block","1"
"Adagio","carry","Journey Boots","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Breaking Point","Coat of Plates","1"
"Adagio","carry","Stormcrown","Alternating Current","Travel Boots","Heavy Prism","Barbed Needle","Fountain of Renewal","1"
"Adagio","carry","Fountain of Renewal","War Treads","Stormcrown","Alternating Current","Oakheart","Oakheart","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","War Treads","Aftershock","Aegis","Atlas Pauldron","1"
"Adagio","carry","Ironguard Contract","Fountain of Renewal","War Treads","Flare Gun","Crucible","Crucible","1"
"Adagio","carry","Fountain of Renewal","Travel Boots","Crystal Bit","Stormcrown","Stormcrown","Stormcrown","1"
"Adagio","carry","Ironguard Contract","Stormcrown","War Treads","Fountain of Renewal","Crucible","Metal Jacket","1"
"Adagio","carry","Fountain of Renewal","Clockwork","War Treads","Shatterglass","Stormcrown","Crucible","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Fountain of Renewal","Lucky Strike","Lucky Strike","1"
"Adagio","carry","Fountain of Renewal","Heavy Steel","Blazing Salvo","Lucky Strike","Crucible","Flare Gun","1"
"Adagio","carry","Shatterglass","War Treads","Fountain of Renewal","Stormcrown","Clockwork","Crucible","1"
"Adagio","carry","Fountain of Renewal","War Treads","Crystal Bit","Stormcrown","Crucible","Crucible","1"
"Adagio","carry","Fountain of Renewal","War Treads","Shatterglass","Stormcrown","Crucible","Clockwork","1"
"Adagio","carry","Alternating Current","Alternating Current","War Treads","Broken Myth","Metal Jacket","Aftershock","1"
"Adagio","carry","Alternating Current","Travel Boots","Void Battery","Halcyon Potion","Crucible","Heavy Prism","1"
"Adagio","carry","Shatterglass","Fountain of Renewal","Crucible","Travel Boots","Atlas Pauldron","Aegis","1"
"Adagio","carry","Travel Boots","Broken Myth","Aegis","Alternating Current","Frostburn","Light Armor","1"
"Adagio","carry","Fountain of Renewal","Crucible","Atlas Pauldron","Travel Boots","Stormcrown","Slumbering Husk","1"
"Adagio","carry","Fountain of Renewal","Alternating Current","Travel Boots","Crucible","Stormcrown","Light Armor","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Aegis","Halcyon Chargers","Book of Eulogies","Book of Eulogies","1"
"Adagio","carry","Halcyon Chargers","Fountain of Renewal","Coat of Plates","Crystal Bit","Stormguard Banner","Crucible","1"
"Adagio","carry","Fountain of Renewal","Crucible","Halcyon Chargers","Metal Jacket","Shatterglass","Stormcrown","1"
"Adagio","carry","Fountain of Renewal","War Treads","Crucible","Stormcrown","Metal Jacket","Shatterglass","1"
"Adagio","carry","Fountain of Renewal","War Treads","Alternating Current","Stormcrown","Flare Gun","Piercing Shard","1"
"Adagio","carry","Travel Boots","Stormcrown","Fountain of Renewal","Crucible","Coat of Plates","Coat of Plates","1"
"Adagio","carry","Contraption","War Treads","Stormcrown","Aftershock","Fountain of Renewal","Crucible","1"
"Adagio","carry","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","Fountain of Renewal","1"
"Adagio","carry","Kinetic Shield","Halcyon Chargers","Clockwork","Heavy Prism","Blazing Salvo","Eclipse Prism","1"
"Adagio","carry","Shatterglass","Clockwork","Travel Boots","Aftershock","Metal Jacket","Blazing Salvo","1"
"Adagio","carry","Alternating Current","Shatterglass","Kinetic Shield","Travel Boots","Contraption","Contraption","1"
"Adagio","carry","Fountain of Renewal","Halcyon Chargers","Clockwork","Alternating Current","Crucible","Light Armor","1"
"Adagio","carry","Crucible","Travel Boots","Shatterglass","Blazing Salvo","Clockwork","Lucky Strike","1"
"Adagio","carry","Tornado Trigger","Slumbering Husk","Serpent Mask","Travel Boots","Lucky Strike","Lucky Strike","1"
"Adagio","carry","Travel Boots","Nullwave Gauntlet","Stormcrown","Crucible","Shiversteel","Fountain of Renewal","1"
"Adagio","carry","Sorrowblade","Tornado Trigger","Travel Boots","Reflex Block","Six Sins","Lucky Strike","1"
"Adagio","carry","Fountain of Renewal","War Treads","Stormcrown","Contraption","Shiversteel","Reflex Block","1"
"Adagio","carry","Dragonheart","Travel Boots","Fountain of Renewal","Stormcrown","Lucky Strike","Reflex Block","1"
"Adagio","carry","Fountain of Renewal","Flare","Travel Boots","Lucky Strike","Crucible","Coat of Plates","1"
"Adagio","carry","Fountain of Renewal","War Treads","Crucible","Lucky Strike","Crucible","Metal Jacket","1"
"Adagio","carry","Journey Boots","Alternating Current","Aegis","Broken Myth","Metal Jacket","Frostburn","1"
"Adagio","carry","Alternating Current","Eclipse Prism","Halcyon Chargers","Kinetic Shield","Coat of Plates","Broken Myth","1"
"Adagio","carry","Sorrowblade","Coat of Plates","Tyrant's Monocle","Travel Boots","Breaking Point","Poisoned Shiv","1"
"Adagio","carry","Alternating Current","Shatterglass","Halcyon Chargers","Aegis","Broken Myth","Metal Jacket","1"
"Adagio","carry","Alternating Current","Light Armor","Sprint Boots","Shatterglass","Heavy Prism","Crystal Bit","1"
"Adagio","carry","Alternating Current","Shatterglass","War Treads","Metal Jacket","Aegis","Broken Myth","1"
"Adagio","carry","Sorrowblade","Aegis","Journey Boots","Sorrowblade","Tornado Trigger","Blazing Salvo","1"
"Adagio","carry","Fountain of Renewal","Stormcrown","Coat of Plates","War Treads","Piercing Shard","Reflex Block","1"
"Adagio","carry","Journey Boots","Alternating Current","Broken Myth","Aegis","Frostburn","Heavy Prism","1"
"Adagio","carry","Fountain of Renewal","War Treads","Stormcrown","Contraption","Alternating Current","Coat of Plates","1"
"Adagio","carry","Travel Boots","Alternating Current","Eve of Harvest","Aegis","Metal Jacket","Broken Myth","1"
"Adagio","carry","Alternating Current","Metal Jacket","Broken Myth","Halcyon Chargers","Aegis","Eve of Harvest","1"
"Adagio","carry","Alternating Current","Broken Myth","Halcyon Chargers","Reflex Block","Light Shield","Heavy Prism","1"
"Adagio","carry","Alternating Current","Broken Myth","Shatterglass","Travel Boots","Halcyon Potion","Halcyon Potion","1"
"Adagio","carry","Alternating Current","Halcyon Chargers","Heavy Prism","Broken Myth","Aegis","Eclipse Prism","1"
"Adagio","carry","Fountain of Renewal","War Treads","Coat of Plates","Stormcrown","Crucible","Eclipse Prism","1"
"Adagio","carry","Scout Trap","Scout Trap","Scout Trap","Scout Trap","Scout Trap","Scout Trap","1"
"Adagio","carry","Fountain of Renewal","Travel Boots","Crystal Bit","Stormcrown","Contraption","Dragonheart","1"
"Adagio","carry","Tornado Trigger","Sorrowblade","Tyrant's Monocle","Travel Boots","Aegis","Coat of Plates","1"
"Adagio","carry","Alternating Current","Broken Myth","Aegis","Halcyon Chargers","Shatterglass","Metal Jacket","1"
"Adagio","carry","Journey Boots","Tornado Trigger","Breaking Point","Tornado Trigger","Fountain of Renewal","Coat of Plates","1"
"Adagio","carry","War Treads","Fountain of Renewal","Reflex Block","Shatterglass","Crystal Bit","Stormcrown","1"
"Adagio","carry","Journey Boots","Tornado Trigger","Sorrowblade","Poisoned Shiv","Breaking Point","Piercing Spear","1"
"Adagio","carry","Aegis","Alternating Current","Halcyon Chargers","Broken Myth","Shatterglass","Coat of Plates","1"
"Adagio","carry","Alternating Current","Journey Boots","Broken Myth","Kinetic Shield","Metal Jacket","Crystal Bit","1"
