"Adagio","carry","Shatterglass","Fountain of Renewal","War Treads","3"
"Adagio","carry","Tornado Trigger","Sorrowblade","Sprint Boots","3"
"Adagio","carry","Alternating Current","Journey Boots","Frostburn","3"
"Adagio","carry","Fountain of Renewal","War Treads","Stormcrown","3"
"Adagio","carry","Journey Boots","Alternating Current","Aegis","3"
"Adagio","carry","Alternating Current","Metal Jacket","Broken Myth","3"
"Adagio","carry","Alternating Current","Broken Myth","Aegis","3"
"Adagio","carry","Alternating Current","Light Armor","Travel Boots","3"
"Adagio","jungler","Alternating Current","Broken Myth","Travel Boots","3"
"Adagio","jungler","Alternating Current","Travel Boots","Broken Myth","3"
"Koshka","jungler","Aftershock","Shatterglass","Metal Jacket","3"
"Koshka","jungler","Aftershock","Broken Myth","Fountain of Renewal","3"
"Koshka","jungler","Aftershock","Halcyon Chargers","Stormcrown","3"
"Koshka","jungler","Shatterglass","Aegis","Halcyon Chargers","3"
"Koshka","jungler","Shatterglass","Halcyon Chargers","Broken Myth","3"
"Koshka","jungler","Aftershock","Broken Myth","Shatterglass","3"
"Koshka","jungler","Aftershock","Travel Boots","Shatterglass","3"
"Koshka","jungler","Shatterglass","Travel Boots","Coat of Plates","3"
"Koshka","jungler","Aftershock","Aegis","Shatterglass","3"
"Koshka","jungler","Reflex Block","Travel Boots","Aftershock","3"
"Koshka","jungler","Aftershock","Stormcrown","Halcyon Chargers","3"
"Koshka","jungler","Shatterglass","Stormcrown","Broken Myth","3"
"Koshka","jungler","Shatterglass","Reflex Block","Travel Boots","3"
"Koshka","jungler","Shatterglass","Broken Myth","Aegis","3"
"Koshka","jungler","Shatterglass","Travel Boots","Stormcrown","3"
"Koshka","jungler","Shatterglass","Travel Boots","Aegis","3"
"Koshka","jungler","Aftershock","Halcyon Chargers","Aegis","3"
"Koshka","jungler","Shatterglass","Stormcrown","Metal Jacket","3"
"Koshka","jungler","Reflex Block","Shatterglass","Travel Boots","3"
"Koshka","jungler","Shatterglass","Shatterglass","Travel Boots","3"
"Koshka","jungler","Shatterglass","Aftershock","Halcyon Chargers","3"
"Koshka","jungler","Shatterglass","Travel Boots","Atlas Pauldron","3"
"Koshka","jungler","Aftershock","Shatterglass","War Treads","3"
"Koshka","jungler","Shatterglass","Travel Boots","Reflex Block","3"
"Adagio","captain","Ironguard Contract","Fountain of Renewal","Crucible","3"
"Adagio","captain","Fountain of Renewal","Crucible","Contraption","3"
"Adagio","captain","Fountain of Renewal","War Treads","Atlas Pauldron","3"
"Adagio","captain","Alternating Current","Broken Myth","Travel Boots","3"
"Adagio","captain","Fountain of Renewal","Atlas Pauldron","War Treads","3"
"Adagio","captain","Fountain of Renewal","Travel Boots","Crucible","3"
"Adagio","captain","Fountain of Renewal","War Treads","Coat of Plates","3"
"Adagio","captain","Crucible","Fountain of Renewal","Flare","3"
"Adagio","captain","Coat of Plates","Fountain of Renewal","War Treads","3"
"Adagio","captain","War Treads","Fountain of Renewal","Metal Jacket","3"
"Adagio","captain","Travel Boots","Crucible","Fountain of Renewal","3"
"Adagio","captain","Fountain of Renewal","Crucible","Atlas Pauldron","3"
"Koshka","captain",NULL,NULL,NULL,"3"
"Koshka","captain","Shatterglass","Sprint Boots","Aftershock","3"
"Koshka","captain","Aftershock","Travel Boots","Fountain of Renewal","3"
"Glaive","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","3"
"Glaive","carry","Sorrowblade","Tornado Trigger","Metal Jacket","3"
"Petal","carry","Alternating Current","Shatterglass","Travel Boots","3"
"SAW","carry","Aegis","Sorrowblade","Serpent Mask","3"
"SAW","carry","Serpent Mask","Sorrowblade","Halcyon Chargers","3"
"SAW","carry","Serpent Mask","Sprint Boots","Sorrowblade","3"
"Glaive","jungler","Sorrowblade","Journey Boots","Tornado Trigger","3"
"Glaive","jungler","Sorrowblade","Tyrant's Monocle","Tornado Trigger","3"
"Glaive","jungler","Travel Boots","Travel Boots","Travel Boots","3"
"Glaive","jungler","Sorrowblade","Breaking Point","Tyrant's Monocle","3"
"Glaive","jungler","Metal Jacket","Sorrowblade","Tornado Trigger","3"
"Glaive","jungler","Atlas Pauldron","Stormcrown","Halcyon Chargers","3"
"Glaive","jungler","Sorrowblade","Sprint Boots","Tornado Trigger","3"
"Glaive","jungler","Stormcrown","Travel Boots","Aftershock","3"
"Glaive","jungler","Travel Boots","Tornado Trigger","Sorrowblade","3"
"Glaive","jungler","Breaking Point","Sorrowblade","Metal Jacket","3"
"Glaive","jungler","Travel Boots","Sorrowblade","Blazing Salvo","3"
"Glaive","jungler","Heavy Steel","Blazing Salvo","Travel Boots","3"
"Glaive","jungler","Sorrowblade","Breaking Point","Journey Boots","3"
"Glaive","jungler","Sorrowblade","Tornado Trigger","Breaking Point","3"
"Glaive","jungler","Halcyon Chargers","Sorrowblade","Breaking Point","3"
"Glaive","jungler","Tornado Trigger","Sorrowblade","Atlas Pauldron","3"
"Glaive","jungler","Tornado Trigger","Travel Boots","Sorrowblade","3"
"Glaive","jungler","Aftershock","Stormcrown","Coat of Plates","3"
"Glaive","jungler","Sorrowblade","Breaking Point","Aegis","3"
"Glaive","jungler","Travel Boots","Aftershock","Stormcrown","3"
"Glaive","jungler","Stormcrown","Aegis","Aftershock","3"
"Glaive","jungler","Sprint Boots","Aftershock","Stormcrown","3"
"Glaive","jungler","Stormcrown","Swift Shooter","Aftershock","3"
"Glaive","jungler","Stormcrown","Aegis","Halcyon Chargers","3"
"Petal","jungler","Frostburn","Travel Boots","Energy Battery","3"
"Petal","jungler","Frostburn","Broken Myth","Halcyon Chargers","3"
"Petal","jungler","Frostburn","Alternating Current","Travel Boots","3"
"Petal","jungler","Frostburn","Shatterglass","Halcyon Chargers","3"
"Petal","jungler","Frostburn","Sprint Boots","Broken Myth","3"
"Petal","jungler","Alternating Current","Frostburn","Sprint Boots","3"
"Petal","jungler","Frostburn","Aegis","Broken Myth","3"
"Petal","jungler","Shatterglass","Broken Myth","Travel Boots","3"
"Petal","jungler","Travel Boots","Frostburn","Alternating Current","3"
"Petal","jungler","Frostburn","Eve of Harvest","Travel Boots","3"
"Petal","jungler","Frostburn","Broken Myth","Journey Boots","3"
"Petal","jungler","Frostburn","Coat of Plates","Travel Boots","3"
"Glaive","captain","Fountain of Renewal","Sprint Boots","Stormcrown","3"
"Glaive","captain","Travel Boots","Fountain of Renewal","Stormcrown","3"
"Glaive","captain","Halcyon Potion","Weapon Blade","Swift Shooter","3"
"Glaive","captain","Weapon Blade","Swift Shooter","Swift Shooter","3"
"Glaive","captain","War Treads","Atlas Pauldron","Fountain of Renewal","3"
"Glaive","captain","Tornado Trigger","Sorrowblade","Travel Boots","3"
"Glaive","captain","Halcyon Chargers","Fountain of Renewal","Stormcrown","3"
"Glaive","captain","Sorrowblade","Blazing Salvo","Sprint Boots","3"
"Glaive","captain","Sorrowblade","Blazing Salvo","Travel Boots","3"
"Glaive","captain","Stormcrown","Fountain of Renewal","War Treads","3"
"Glaive","captain","Fountain of Renewal","Atlas Pauldron","Crucible","3"
"Glaive","captain","Halcyon Chargers","Fountain of Renewal","Crucible","3"
"Glaive","captain","Travel Boots","Atlas Pauldron","Fountain of Renewal","3"
"SAW","carry","Sorrowblade","Coat of Plates","Serpent Mask","3"
"SAW","carry","Serpent Mask","Breaking Point","Aegis","3"
"SAW","carry","Shatterglass","Travel Boots","Broken Myth","3"
"SAW","carry","Serpent Mask","Tyrant's Monocle","Aegis","3"
"SAW","carry","Sorrowblade","Aegis","Serpent Mask","3"
"SAW","carry","Shatterglass","Broken Myth","Halcyon Chargers","3"
"SAW","carry","Serpent Mask","Metal Jacket","Travel Boots","3"
"SAW","carry","Serpent Mask","Sorrowblade","Coat of Plates","3"
"SAW","carry","Serpent Mask","War Treads","Sorrowblade","3"
"SAW","carry","Serpent Mask","Coat of Plates","Sorrowblade","3"
"SAW","carry","Serpent Mask","Breaking Point","Travel Boots","3"
"SAW","carry","Tyrant's Monocle","Sorrowblade","Serpent Mask","3"
"SAW","carry","Sorrowblade","Serpent Mask","Lucky Strike","3"
"SAW","carry","Serpent Mask","Journey Boots","Sorrowblade","3"
"SAW","carry","Serpent Mask","Travel Boots","Tornado Trigger","3"
"SAW","carry","Shatterglass","Travel Boots","Aftershock","3"
"SAW","carry","Sorrowblade","Serpent Mask","Kinetic Shield","3"
"SAW","carry","Serpent Mask","Tyrant's Monocle","Travel Boots","3"
"SAW","carry","Serpent Mask","Aegis","Journey Boots","3"
"Krul","jungler","Breaking Point","Travel Boots","Shiversteel","3"
"Krul","jungler","Breaking Point","Atlas Pauldron","Travel Boots","3"
"Krul","jungler","Sprint Boots","Breaking Point","Sorrowblade","3"
"Krul","jungler","Breaking Point","Reflex Block","Tyrant's Monocle","3"
"Krul","jungler","Breaking Point","Journey Boots","Sorrowblade","3"
"Krul","jungler","Breaking Point","Poisoned Shiv","Travel Boots","3"
"Krul","jungler","Travel Boots","Tornado Trigger","Sorrowblade","3"
"Krul","jungler","Tornado Trigger","Tornado Trigger","Sorrowblade","3"
"Krul","jungler","Breaking Point","Light Armor","Sprint Boots","3"
"Krul","jungler","Breaking Point","Bonesaw","Travel Boots","3"
"Krul","jungler","Sprint Boots","Sorrowblade","Tornado Trigger","3"
"Krul","jungler","Sorrowblade","Tornado Trigger","Metal Jacket","3"
"Krul","jungler","Breaking Point","Blazing Salvo","Halcyon Chargers","3"
"Krul","jungler","Tornado Trigger","Breaking Point","Aegis","3"
"Krul","jungler","Poisoned Shiv","Tornado Trigger","Travel Boots","3"
"Krul","jungler","Tornado Trigger","Sorrowblade","Slumbering Husk","3"
"Krul","jungler","Breaking Point","Sorrowblade","Travel Boots","3"
"Krul","jungler","Breaking Point","Journey Boots","Shiversteel","3"
"Krul","jungler","Tornado Trigger","Sorrowblade","War Treads","3"
"Krul","jungler","Tornado Trigger","Serpent Mask","Tornado Trigger","3"
"Krul","jungler","Tornado Trigger","Stormcrown","Travel Boots","3"
"Krul","jungler","Poisoned Shiv","Breaking Point","Halcyon Chargers","3"
"Taka","jungler","Broken Myth","Stormcrown","Shatterglass","3"
"Taka","jungler","Aftershock","Broken Myth","Stormcrown","3"
"Taka","jungler","Stormcrown","Travel Boots","Halcyon Potion","3"
"Taka","jungler","Halcyon Chargers","Broken Myth","Stormcrown","3"
"Taka","jungler","Travel Boots","Stormcrown","Aegis","3"
"Taka","jungler","Halcyon Chargers","Shatterglass","Stormcrown","3"
"Taka","jungler","Shatterglass","Stormcrown","Broken Myth","3"
"Taka","jungler","Aftershock","Shatterglass","Halcyon Chargers","3"
"Taka","jungler","Shatterglass","Stormcrown","Clockwork","3"
"SAW","captain","Shatterglass","Travel Boots","Eve of Harvest","3"
"SAW","captain","Six Sins","Barbed Needle","Sprint Boots","3"
"Krul","captain","Blazing Salvo","Weapon Blade","Sprint Boots","3"
"Taka","captain","Aftershock","Stormcrown","Travel Boots","3"
"Skaarf","carry","Shatterglass","Halcyon Chargers","Shatterglass","3"
"Skaarf","carry","Broken Myth","Eve of Harvest","Aegis","3"
"Skaarf","carry","Eve of Harvest","Frostburn","Halcyon Chargers","3"
"Skaarf","carry","Frostburn","Alternating Current","Eve of Harvest","3"
"Skaarf","carry","Broken Myth","Eve of Harvest","Halcyon Chargers","3"
"Skaarf","carry","Eve of Harvest","Reflex Block","Travel Boots","3"
"Skaarf","carry","Alternating Current","Eve of Harvest","Broken Myth","3"
"Skaarf","carry","Eve of Harvest","Broken Myth","Alternating Current","3"
"Skaarf","carry","Eve of Harvest","Alternating Current","Halcyon Potion","3"
"Skaarf","carry","Eve of Harvest","Shatterglass","Aegis","3"
"Skaarf","carry","Frostburn","Broken Myth","Eve of Harvest","3"
"Skaarf","carry","Frostburn","Void Battery","Sprint Boots","3"
"Ardan","carry","Fountain of Renewal","War Treads","Stormcrown","3"
"Ardan","carry","Fountain of Renewal","War Treads","Crucible","3"
"Taka","jungler","Stormcrown","Aftershock","Shatterglass","3"
"Taka","jungler","Aftershock","Halcyon Chargers","Broken Myth","3"
"Taka","jungler","Stormcrown","Sprint Boots","Shatterglass","3"
"Taka","jungler","Shatterglass","Shatterglass","Travel Boots","3"
"Taka","jungler","Stormcrown","Blazing Salvo","Halcyon Chargers","3"
"Taka","jungler","Stormcrown","Journey Boots","Clockwork","3"
"Taka","jungler","Travel Boots","Stormcrown","Shatterglass","3"
"Taka","jungler","Shatterglass","Travel Boots","Stormcrown","3"
"Taka","jungler","Oakheart","Oakheart","Oakheart","3"
"Taka","jungler","Blazing Salvo","Tension Bow","Travel Boots","3"
"Taka","jungler","Stormcrown","Shatterglass","Clockwork","3"
"Taka","jungler","Shatterglass","Stormcrown","Aftershock","3"
"Taka","jungler","Stormcrown","Broken Myth","Halcyon Chargers","3"
"Taka","jungler","Shatterglass","Void Battery","Travel Boots","3"
"Taka","jungler","Stormcrown","Halcyon Chargers","Alternating Current","3"
"Taka","jungler","Alternating Current","Stormcrown","Travel Boots","3"
"Taka","jungler","Stormcrown","Heavy Prism","Aftershock","3"
"Ardan","jungler","Fountain of Renewal","Stormcrown","War Treads","3"
"Taka","captain","Shatterglass","Sprint Boots","Clockwork","3"
"Skaarf","captain","Travel Boots","Shatterglass","Eve of Harvest","3"
"Ardan","captain","Crucible","Fountain of Renewal","Stormcrown","3"
"Ardan","captain","War Treads","Crucible","Fountain of Renewal","3"
"Ardan","captain","Stormcrown","Fountain of Renewal","War Treads","3"
"Ardan","captain","Stormcrown","War Treads","Fountain of Renewal","3"
"Ardan","captain","Fountain of Renewal","Crucible","Tension Bow","3"
"Ardan","captain","Fountain of Renewal","Crucible","Halcyon Chargers","3"
"Ardan","captain","Fountain of Renewal","Crucible","Flare","3"
"Ardan","captain","Travel Boots","Contraption","Fountain of Renewal","3"
"Ardan","captain","Fountain of Renewal","Contraption","Atlas Pauldron","3"
"Ardan","captain","Travel Boots","Crucible","Fountain of Renewal","3"
"Ardan","captain","Ironguard Contract","Fountain of Renewal","Stormcrown","3"
"Ardan","carry","Stormcrown","Fountain of Renewal","War Treads","3"
"Rona","carry","Serpent Mask","Travel Boots","Breaking Point","3"
"Rona","carry","Serpent Mask","Coat of Plates","Journey Boots","3"
"Fortress","jungler","War Treads","Stormcrown","Fountain of Renewal","3"
"Fortress","jungler","Aftershock","Stormcrown","Fountain of Renewal","3"
"Fortress","jungler","Travel Boots","Stormcrown","Aftershock","3"
"Fortress","jungler","Fountain of Renewal","Aftershock","Travel Boots","3"
"Fortress","jungler","Stormcrown","Aftershock","Atlas Pauldron","3"
"Fortress","jungler","Aftershock","Stormcrown","Travel Boots","3"
"Fortress","jungler","Aftershock","Broken Myth","Stormcrown","3"
"Rona","jungler","Breaking Point","Travel Boots","Coat of Plates","3"
"Rona","jungler","Sorrowblade","Tornado Trigger","Sprint Boots","3"
"Rona","jungler","Breaking Point","Travel Boots","Serpent Mask","3"
"Rona","jungler","Tornado Trigger","Sorrowblade","Travel Boots","3"
"Rona","jungler","Serpent Mask","Poisoned Shiv","Journey Boots","3"
"Rona","jungler","Serpent Mask","Poisoned Shiv","Travel Boots","3"
"Rona","jungler","Serpent Mask","Sorrowblade","Breaking Point","3"
"Rona","jungler","Breaking Point","Serpent Mask","Coat of Plates","3"
"Rona","jungler","War Treads","Breaking Point","Serpent Mask","3"
"Rona","jungler","Serpent Mask","Tornado Trigger","Travel Boots","3"
"Rona","jungler","Breaking Point","Serpent Mask","War Treads","3"
"Rona","jungler","Travel Boots","Breaking Point","Serpent Mask","3"
"Rona","jungler","Serpent Mask","Travel Boots","Metal Jacket","3"
"Rona","jungler","Serpent Mask","Sorrowblade","Travel Boots","3"
"Rona","jungler","Sorrowblade","Breaking Point","Serpent Mask","3"
"Rona","jungler","Travel Boots","Serpent Mask","Poisoned Shiv","3"
"Rona","jungler","Serpent Mask","Breaking Point","Atlas Pauldron","3"
"Ardan","captain","Tension Bow","Fountain of Renewal","War Treads","3"
"Ardan","captain","Fountain of Renewal","Crucible","Coat of Plates","3"
"Ardan","captain","Fountain of Renewal","Crucible","Aegis","3"
"Ardan","captain","Crucible","Ironguard Contract","Fountain of Renewal","3"
"Ardan","captain","Fountain of Renewal","Sprint Boots","Atlas Pauldron","3"
"Ardan","captain","Atlas Pauldron","Fountain of Renewal","War Treads","3"
"Ardan","captain","Fountain of Renewal","Flare Gun","Travel Boots","3"
"Fortress","captain","Fountain of Renewal","Travel Boots","Crucible","3"
"Fortress","captain","Fountain of Renewal","Crucible","Sprint Boots","3"
"Fortress","captain","Fountain of Renewal","Aftershock","Travel Boots","3"
"Fortress","captain","Fountain of Renewal","War Treads","Crucible","3"
"Fortress","captain","Fountain of Renewal","Aftershock","War Treads","3"
"Fortress","captain","Crucible","Fountain of Renewal","War Treads","3"
"Fortress","captain","Crucible","Fountain of Renewal","Atlas Pauldron","3"
"Rona","carry","Poisoned Shiv","Coat of Plates","Journey Boots","3"
"Skye","carry","Sorrowblade","Breaking Point","Aegis","3"
"Skye","carry","Frostburn","Broken Myth","Eve of Harvest","3"
"Skye","carry","Broken Myth","Frostburn","Travel Boots","3"
"Skye","carry","Frostburn","Travel Boots","Broken Myth","3"
"Skye","carry","Halcyon Chargers","Frostburn","Broken Myth","3"
"Skye","carry","Sorrowblade","Travel Boots","Breaking Point","3"
"Blackfeather","carry","Alternating Current","Travel Boots","Aegis","3"
"Blackfeather","carry","Serpent Mask","Travel Boots","Metal Jacket","3"
"Blackfeather","carry","Serpent Mask","Journey Boots","Breaking Point","3"
"Blackfeather","carry","Serpent Mask","Coat of Plates","Breaking Point","3"
"Blackfeather","carry","Serpent Mask","Aegis","Breaking Point","3"
"Kestrel","carry","Shatterglass","Shatterglass","Halcyon Chargers","3"
"Skye","jungler","Eve of Harvest","Frostburn","Halcyon Chargers","3"
"Skye","jungler","Frostburn","Void Battery","Travel Boots","3"
"Skye","jungler","Frostburn","Eve of Harvest","Halcyon Chargers","3"
"Skye","jungler","Eve of Harvest","Frostburn","Travel Boots","3"
"Skye","jungler","Frostburn","Sprint Boots","Energy Battery","3"
"Skye","jungler","Frostburn","Halcyon Chargers","Aegis","3"
"Skye","jungler","Frostburn","Broken Myth","Void Battery","3"
"Skye","jungler","Broken Myth","Frostburn","Eve of Harvest","3"
"Skye","jungler","Eve of Harvest","Frostburn","Broken Myth","3"
"Phinn","jungler","War Treads","Fountain of Renewal","Stormcrown","3"
"Blackfeather","jungler","Serpent Mask","Sprint Boots","Tornado Trigger","3"
"Blackfeather","jungler","Journey Boots","Serpent Mask","Breaking Point","3"
"Blackfeather","jungler","Aegis","Alternating Current","Travel Boots","3"
"Blackfeather","jungler","Breaking Point","Serpent Mask","Aegis","3"
"Blackfeather","jungler","Alternating Current","Aegis","Broken Myth","3"
"Blackfeather","jungler","Shatterglass","Broken Myth","Travel Boots","3"
"Blackfeather","jungler","Sorrowblade","Serpent Mask","Tornado Trigger","3"
"Blackfeather","jungler","Travel Boots","Breaking Point","Serpent Mask","3"
"Blackfeather","jungler","Serpent Mask","Blazing Salvo","Travel Boots","3"
"Blackfeather","jungler","Alternating Current","Shatterglass","Halcyon Chargers","3"
"Blackfeather","jungler","Alternating Current","Shatterglass","Broken Myth","3"
"Blackfeather","jungler","Travel Boots","Serpent Mask","Light Armor","3"
"Blackfeather","jungler","Serpent Mask","Travel Boots","Coat of Plates","3"
"Blackfeather","jungler","Breaking Point","Travel Boots","Serpent Mask","3"
"Phinn","captain","Fountain of Renewal","War Treads","Metal Jacket","3"
"Phinn","captain","Fountain of Renewal","War Treads","Stormcrown","3"
"Phinn","captain","Halcyon Chargers","Fountain of Renewal","Crucible","3"
"Phinn","captain","Fountain of Renewal","Halcyon Chargers","Shatterglass","3"
"Phinn","captain","Crucible","War Treads","Fountain of Renewal","3"
"Phinn","captain","Fountain of Renewal","Atlas Pauldron","Contraption","3"
"Phinn","captain","War Treads","Contraption","Fountain of Renewal","3"
"Phinn","captain","Fountain of Renewal","Crucible","Coat of Plates","3"
"Phinn","captain","Halcyon Chargers","Fountain of Renewal","Shatterglass","3"
"Phinn","captain","Travel Boots","Contraption","Fountain of Renewal","3"
"Phinn","captain","War Treads","Coat of Plates","Fountain of Renewal","3"
"Phinn","captain","Ironguard Contract","Fountain of Renewal","War Treads","3"
"Phinn","captain","War Treads","Fountain of Renewal","Metal Jacket","3"
"Phinn","captain","War Treads","Ironguard Contract","Fountain of Renewal","3"
"Phinn","captain","Travel Boots","Light Armor","Shatterglass","3"
"Phinn","captain","War Treads","Fountain of Renewal","Contraption","3"
"Phinn","captain","Kinetic Shield","Fountain of Renewal","War Treads","3"
"Phinn","captain","War Treads","Flare","Fountain of Renewal","3"
"Kestrel","carry","Halcyon Chargers","Shatterglass","Clockwork","3"
"Kestrel","carry",NULL,NULL,NULL,"3"
"Kestrel","carry","Shatterglass","Travel Boots","Clockwork","3"
"Kestrel","carry","Sorrowblade","Tyrant's Monocle","Tornado Trigger","3"
"Kestrel","carry","Shatterglass","Clockwork","Sprint Boots","3"
"Kestrel","carry","Sorrowblade","Breaking Point","Aegis","3"
"Kestrel","carry","Sorrowblade","Sprint Boots","Breaking Point","3"
"Kestrel","carry","Sorrowblade","Metal Jacket","Halcyon Chargers","3"
"Kestrel","carry","Sorrowblade","Journey Boots","Breaking Point","3"
"Kestrel","jungler","Shatterglass","Broken Myth","Travel Boots","3"
"Kestrel","jungler","Sprint Boots","Shatterglass","Clockwork","3"
"Kestrel","jungler","Sorrowblade","Breaking Point","Travel Boots","3"
"Kestrel","jungler","Travel Boots","Shatterglass","Broken Myth","3"
"Kestrel","jungler","Travel Boots","Shatterglass","Shatterglass","3"
"Kestrel","jungler","Shatterglass","Eve of Harvest","Halcyon Chargers","3"
"Kestrel","jungler","Sorrowblade","Halcyon Chargers","Tyrant's Monocle","3"
"Kestrel","jungler","Shatterglass","Travel Boots","Clockwork","3"
"Kestrel","jungler","Shatterglass","Clockwork","Frostburn","3"
"Kestrel","jungler","Shatterglass","Piercing Shard","Shatterglass","3"
"Kestrel","jungler","Shatterglass","Broken Myth","Eve of Harvest","3"
"Kestrel","jungler","Shatterglass","Halcyon Chargers","Frostburn","3"
"Kestrel","jungler","Frostburn","Broken Myth","Halcyon Chargers","3"
"Kestrel","jungler","Shatterglass","Travel Boots","Shatterglass","3"
"Reim","jungler","Halcyon Chargers","Eve of Harvest","Aegis","3"
"Reim","jungler","Eve of Harvest","Atlas Pauldron","Broken Myth","3"
"Reim","jungler","Eve of Harvest","Aegis","Journey Boots","3"
"Reim","jungler","Eve of Harvest","Travel Boots","Light Shield","3"
"Reim","jungler","Eve of Harvest","Aegis","Travel Boots","3"
"Reim","jungler","Eve of Harvest","Light Shield","Light Armor","3"
"Reim","jungler","Broken Myth","Eve of Harvest","Aegis","3"
"Ozo","jungler","Aftershock","Eve of Harvest","Atlas Pauldron","3"
"Ozo","jungler","Metal Jacket","Aftershock","Halcyon Chargers","3"
"Ozo","jungler","Aftershock","Aegis","Halcyon Chargers","3"
"Ozo","jungler","Aftershock","Journey Boots","Broken Myth","3"
"Ozo","jungler","Aftershock","Coat of Plates","Travel Boots","3"
"Ozo","jungler","Coat of Plates","Aftershock","Halcyon Chargers","3"
"Ozo","jungler","Sorrowblade","Blazing Salvo","Travel Boots","3"
"Ozo","jungler","Eve of Harvest","Aftershock","Broken Myth","3"
"Ozo","jungler","Travel Boots","Aftershock","Broken Myth","3"
"Ozo","jungler","Aftershock","Eve of Harvest","Sprint Boots","3"
"Ozo","jungler",NULL,NULL,NULL,"3"
"Ozo","jungler","Aftershock","Coat of Plates","Broken Myth","3"
"Ozo","jungler","Aftershock","Sprint Boots","Light Armor","3"
"Ozo","jungler","Eve of Harvest","Travel Boots","Aftershock","3"
"Ozo","jungler","Aftershock","Travel Boots","Fountain of Renewal","3"
"Ozo","jungler","Aftershock","Halcyon Chargers","Aegis","3"
"Ozo","jungler","Aftershock","Eve of Harvest","Halcyon Chargers","3"
"Ozo","jungler","Aftershock","Reflex Block","Broken Myth","3"
"Ozo","jungler","Aegis","Aftershock","Broken Myth","3"
"Ozo","jungler","Aftershock","Broken Myth","Aegis","3"
"Alpha","jungler","Stormcrown","Aftershock","Aegis","3"
"Alpha","jungler","Sorrowblade","Tornado Trigger","Travel Boots","3"
"Alpha","jungler","Aftershock","Metal Jacket","Travel Boots","3"
"Alpha","jungler","Aftershock","Stormcrown","Journey Boots","3"
"Alpha","jungler","Aftershock","Broken Myth","Fountain of Renewal","3"
"Alpha","jungler","Aftershock","Stormcrown","Broken Myth","3"
"Alpha","jungler","Stormcrown","Sprint Boots","Aftershock","3"
"Alpha","jungler","Stormcrown","Broken Myth","Travel Boots","3"
"Kestrel","captain","Clockwork","Shatterglass","Sprint Boots","3"
"Kestrel","captain","Shatterglass","Clockwork","Aegis","3"
"Kestrel","captain","Shatterglass","Travel Boots","Clockwork","3"
"Ozo","captain","Sorrowblade","Blazing Salvo","Travel Boots","3"
"Alpha","captain","Stormcrown","Travel Boots","Aftershock","3"
"Alpha","captain","Sorrowblade","Breaking Point","Travel Boots","3"
"Lance","carry","Fountain of Renewal","War Treads","Atlas Pauldron","3"
"Samuel","carry",NULL,NULL,NULL,"3"
"Samuel","carry","Shatterglass","Aegis","Journey Boots","3"
"Samuel","carry","Eve of Harvest","Frostburn","Broken Myth","3"
"Samuel","carry","Broken Myth","Eve of Harvest","Travel Boots","3"
"Samuel","carry","Travel Boots","Broken Myth","Eve of Harvest","3"
"Samuel","carry","Eve of Harvest","Frostburn","Halcyon Chargers","3"
"Samuel","carry","Eve of Harvest","Broken Myth","Reflex Block","3"
"Alpha","jungler","Stormcrown","Aftershock","Metal Jacket","3"
"Alpha","jungler","Stormcrown","Travel Boots","Broken Myth","3"
"Alpha","jungler","Aftershock","Halcyon Chargers","Metal Jacket","3"
"Alpha","jungler","Broken Myth","Aftershock","Aegis","3"
"Alpha","jungler","Aftershock","Broken Myth","Light Shield","3"
"Alpha","jungler","Aftershock","Aegis","Travel Boots","3"
"Alpha","jungler","Aftershock","Sprint Boots","Shatterglass","3"
"Alpha","jungler","Aftershock","Piercing Shard","Sprint Boots","3"
"Lance","jungler","Sorrowblade","Atlas Pauldron","Travel Boots","3"
"Lance","jungler","Tension Bow","Travel Boots","Sorrowblade","3"
"Lance","jungler","Sorrowblade","Tension Bow","Travel Boots","3"
"Lance","jungler","Tension Bow","Sorrowblade","Sprint Boots","3"
"Samuel","jungler","Shatterglass","Eve of Harvest","Sprint Boots","3"
"Samuel","jungler","Halcyon Chargers","Eve of Harvest","Broken Myth","3"
"Samuel","jungler","Frostburn","Sprint Boots","Eve of Harvest","3"
"Samuel","jungler","Shatterglass","Broken Myth","Travel Boots","3"
"Alpha","captain","Halcyon Potion","Oakheart","Sprint Boots","3"
"Lance","captain","Sprint Boots","Fountain of Renewal","Stormcrown","3"
"Lance","captain","Stormcrown","Fountain of Renewal","Crucible","3"
"Lance","captain","Fountain of Renewal","Aegis","Crucible","3"
"Lance","captain","Contraption","Fountain of Renewal","War Treads","3"
"Lance","captain","Oakheart","Oakheart","Oakheart","3"
"Lance","captain","Stormcrown","Fountain of Renewal","Travel Boots","3"
"Lance","captain","Sorrowblade","Fountain of Renewal","Crucible","3"
"Lance","captain","Contraption","Fountain of Renewal","Crucible","3"
"Lance","captain","Travel Boots","Fountain of Renewal","Coat of Plates","3"
"Lance","captain","War Treads","Fountain of Renewal","Metal Jacket","3"
"Lance","captain","Dragonheart","Fountain of Renewal","Travel Boots","3"
"Lance","captain","Crucible","Travel Boots","Fountain of Renewal","3"
"Lance","captain","Crucible","Fountain of Renewal","Contraption","3"
"Lance","captain","Fountain of Renewal","Crucible","Flare","3"
"Lance","captain","Fountain of Renewal","Travel Boots","Atlas Pauldron","3"
"Lance","captain","Crucible","Atlas Pauldron","Fountain of Renewal","3"
