"Idris","jungler","Alternating Current","Broken Myth","Reflex Block","Travel Boots","Eve of Harvest","2"
"Idris","jungler","Poisoned Shiv","Sorrowblade","Travel Boots","Breaking Point","Light Armor","2"
"Idris","jungler","Journey Boots","Poisoned Shiv","Sorrowblade","Breaking Point","Aegis","2"
"Idris","jungler","Sorrowblade","Poisoned Shiv","Travel Boots","Tornado Trigger","Tornado Trigger","2"
"Idris","jungler","Sorrowblade","Poisoned Shiv","Travel Boots","Tornado Trigger","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Bonesaw","Aegis","2"
"Idris","jungler","Sorrowblade","Travel Boots","Poisoned Shiv","Tornado Trigger","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Poisoned Shiv","Slumbering Husk","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Poisoned Shiv","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Metal Jacket","Journey Boots","Bonesaw","2"
"Idris","jungler","Sorrowblade","Halcyon Chargers","Tornado Trigger","Metal Jacket","Bonesaw","2"
"Idris","jungler","Sorrowblade","Sprint Boots","Tornado Trigger","Tyrant's Monocle","Tyrant's Monocle","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Lucky Strike","Six Sins","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Bonesaw","Coat of Plates","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Bonesaw","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Aegis","Tyrant's Monocle","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Metal Jacket","Travel Boots","Piercing Spear","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Slumbering Husk","Travel Boots","Bonesaw","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Bonesaw","Slumbering Husk","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Sprint Boots","Bonesaw","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Sprint Boots","Bonesaw","Coat of Plates","2"
"Idris","jungler","Travel Boots","Sorrowblade","Tornado Trigger","Metal Jacket","Bonesaw","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Slumbering Husk","Travel Boots","Tyrant's Monocle","2"
"Idris","jungler","Sorrowblade","Travel Boots","Tornado Trigger","Slumbering Husk","Lucky Strike","2"
"Gwen","captain",NULL,NULL,NULL,NULL,NULL,"2"
"Flicker","captain","Fountain of Renewal","Crystal Bit","Stormcrown","War Treads","Crucible","2"
"Flicker","captain","War Treads","Crystal Bit","Stormguard Banner","Fountain of Renewal","Crucible","2"
"Flicker","captain","War Treads","Aftershock","Fountain of Renewal","Stormcrown","Crucible","2"
"Flicker","captain","War Treads","Crystal Bit","Stormcrown","Fountain of Renewal","Crucible","2"
"Flicker","captain","Stormcrown","Eclipse Prism","Fountain of Renewal","War Treads","Crucible","2"
"Flicker","captain","Frostburn","Travel Boots","Kinetic Shield","Broken Myth","Coat of Plates","2"
"Flicker","captain","Fountain of Renewal","Crucible","War Treads","Atlas Pauldron","Stormcrown","2"
"Flicker","captain","Fountain of Renewal","Crucible","Travel Boots","Stormcrown","Metal Jacket","2"
"Flicker","captain","Fountain of Renewal","Crucible","War Treads","Stormcrown","Metal Jacket","2"
"Flicker","captain","Stormcrown","Aftershock","War Treads","Fountain of Renewal","Crucible","2"
"Flicker","captain","Crystal Bit","Stormcrown","War Treads","Fountain of Renewal","Crucible","2"
"Flicker","captain","Crystal Bit","Stormguard Banner","War Treads","Fountain of Renewal","Crucible","2"
"Flicker","captain","Fountain of Renewal","Atlas Pauldron","Crucible","War Treads","Contraption","2"
"Idris","captain","Poisoned Shiv","Sorrowblade","Travel Boots","Breaking Point","Light Armor","2"
"Idris","captain","Sorrowblade","Sprint Boots","Lucky Strike","Blazing Salvo","Blazing Salvo","2"
"Idris","captain","Halcyon Potion","Weapon Blade","Weapon Blade","Weapon Blade","Weapon Blade","2"
"Idris","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Metal Jacket","Tyrant's Monocle","2"
"Idris","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Slumbering Husk","2"
"Idris","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Tyrant's Monocle","2"
"Idris","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Crucible","2"
"Idris","carry","Barbed Needle","Sorrowblade","Travel Boots","Breaking Point","Light Armor","2"
"Lyra","carry","Fountain of Renewal","Stormcrown","Crucible","War Treads","Coat of Plates","2"
"Lyra","carry","War Treads","Fountain of Renewal","Stormcrown","Crucible","Light Armor","2"
"Lyra","carry",NULL,NULL,NULL,NULL,NULL,"2"
"Lyra","carry","Alternating Current","Broken Myth","Travel Boots","Reflex Block","Void Battery","2"
"Lyra","carry","Fountain of Renewal","Eve of Harvest","Blazing Salvo","Halcyon Chargers","Crucible","2"
"Lyra","carry","Fountain of Renewal","Eve of Harvest","Alternating Current","Eclipse Prism","Travel Boots","2"
"Lyra","carry","Alternating Current","Fountain of Renewal","Eve of Harvest","Broken Myth","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Alternating Current","Travel Boots","Crucible","2"
"Lyra","carry","Alternating Current","Fountain of Renewal","Eve of Harvest","Flare Gun","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Alternating Current","Flare Gun","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Crucible","Blazing Salvo","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Alternating Current","Eclipse Prism","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Alternating Current","Crucible","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Alternating Current","Crystal Bit","Fountain of Renewal","Sprint Boots","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Crucible","Alternating Current","Travel Boots","2"
"Lyra","carry","Eve of Harvest","Travel Boots","Alternating Current","Fountain of Renewal","Heavy Prism","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Blazing Salvo","Travel Boots","Crucible","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Travel Boots","Alternating Current","Broken Myth","2"
"Lyra","carry","Eve of Harvest","Fountain of Renewal","Travel Boots","Alternating Current","Heavy Prism","2"
"Lyra","carry","Eve of Harvest","Alternating Current","Heavy Prism","Travel Boots","Fountain of Renewal","2"
"Lyra","carry","Fountain of Renewal","Alternating Current","Eve of Harvest","Heavy Prism","Sprint Boots","2"
"Lyra","carry","Fountain of Renewal","Alternating Current","Eve of Harvest","Broken Myth","Travel Boots","2"
"Lyra","carry","Fountain of Renewal","Eve of Harvest","Alternating Current","Travel Boots","Heavy Prism","2"
"Lyra","carry","Fountain of Renewal","Alternating Current","Eve of Harvest","Journey Boots","Heavy Prism","2"
"Lyra","carry","Fountain of Renewal","Alternating Current","Eve of Harvest","Travel Boots","Broken Myth","2"
"Lyra","carry","Alternating Current","Fountain of Renewal","Travel Boots","Eve of Harvest","Crucible","2"
"Lyra","carry","Fountain of Renewal","Eve of Harvest","Alternating Current","Travel Boots","Eclipse Prism","2"
"Lyra","carry","Alternating Current","Alternating Current","Travel Boots","Shatterglass","Stormcrown","2"
"Idris","jungler","Sorrowblade","Travel Boots","Tornado Trigger","Slumbering Husk","Tornado Trigger","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Coat of Plates","Tyrant's Monocle","2"
"Idris","jungler","Sorrowblade","Travel Boots","Tornado Trigger","Metal Jacket","Lucky Strike","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Metal Jacket","Tyrant's Monocle","Sprint Boots","2"
"Idris","jungler","Shatterglass","Alternating Current","Metal Jacket","Travel Boots","Shatterglass","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Stormcrown","Tyrant's Monocle","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Sprint Boots","Tyrant's Monocle","Metal Jacket","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Stormcrown","Stormcrown","2"
"Idris","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Sprint Boots","Aegis","2"
"Grumpjaw","jungler",NULL,NULL,NULL,NULL,NULL,"2"
"Grumpjaw","jungler","Sorrowblade","Travel Boots","Breaking Point","Coat of Plates","Aegis","2"
"Lyra","jungler",NULL,NULL,NULL,NULL,NULL,"2"
"Idris","captain","Sorrowblade","Tornado Trigger","Sprint Boots","Sprint Boots","Sprint Boots","2"
"Idris","captain",NULL,NULL,NULL,NULL,NULL,"2"
"Idris","captain","Book of Eulogies","Weapon Blade","Weapon Blade","Weapon Blade","Weapon Blade","2"
"Lyra","captain","Fountain of Renewal","Crucible","War Treads","Atlas Pauldron","Flare","2"
"Lyra","captain","Fountain of Renewal","Void Battery","Crucible","Travel Boots","Atlas Pauldron","2"
"Lyra","captain","Fountain of Renewal","War Treads","Stormcrown","Contraption","Crucible","2"
"Lyra","captain","Fountain of Renewal","Stormcrown","Crucible","War Treads","Metal Jacket","2"
"Lyra","captain","Eve of Harvest","Fountain of Renewal","Blazing Salvo","Heavy Prism","Sprint Boots","2"
"Lyra","captain","Travel Boots","Travel Boots","Travel Boots","Travel Boots","Travel Boots","2"
"Lyra","captain","Fountain of Renewal","War Treads","Crucible","Atlas Pauldron","Chronograph","2"
"Lyra","captain","Fountain of Renewal","Crucible","War Treads","Atlas Pauldron","Slumbering Husk","2"
"Lyra","captain","Fountain of Renewal","Crucible","War Treads","Metal Jacket","Flare","2"
"Lyra","captain","War Treads","Fountain of Renewal","Crucible","Atlas Pauldron","Contraption","2"
"Lyra","captain","Flare","Fountain of Renewal","Travel Boots","Atlas Pauldron","Crucible","2"
"Lyra","captain","Ironguard Contract","Fountain of Renewal","War Treads","Crucible","Flare","2"
"Joule","carry","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Reflex Block","2"
"Joule","carry","Tyrant's Monocle","Sorrowblade","Halcyon Chargers","Tornado Trigger","Tyrant's Monocle","2"
"Joule","carry","Journey Boots","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Tyrant's Monocle","2"
"Baptiste","carry","Journey Boots","Shatterglass","Clockwork","Light Armor","Kinetic Shield","2"
"Joule","jungler","Travel Boots","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Slumbering Husk","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Reflex Block","Travel Boots","Tyrant's Monocle","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Aegis","Tyrant's Monocle","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Travel Boots","Tyrant's Monocle","2"
"Joule","jungler","Travel Boots","Tornado Trigger","Sorrowblade","Tyrant's Monocle","Aegis","2"
"Joule","jungler","Travel Boots","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Kinetic Shield","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Halcyon Chargers","Aegis","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Sprint Boots","Aegis","Tyrant's Monocle","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Coat of Plates","Tyrant's Monocle","2"
"Joule","jungler","Sorrowblade","Tornado Trigger","Travel Boots","Tyrant's Monocle","Tornado Trigger","2"
"Joule","jungler","Sorrowblade","Travel Boots","Tornado Trigger","Tyrant's Monocle","Aegis","2"
"Joule","jungler","Frostburn","Aegis","Travel Boots","Broken Myth","Clockwork","2"
"Joule","jungler","Travel Boots","Sorrowblade","Tornado Trigger","Aegis","Tyrant's Monocle","2"
"Baptiste","jungler","War Treads","Fountain of Renewal","Stormcrown","Crucible","Metal Jacket","2"
"Baptiste","jungler",NULL,NULL,NULL,NULL,NULL,"2"
"Lyra","captain","Fountain of Renewal","Halcyon Chargers","Crucible","Atlas Pauldron","Flare","2"
"Lyra","captain","War Treads","Crucible","Fountain of Renewal","Atlas Pauldron","Flare","2"
"Joule","captain","Six Sins","Heavy Steel","Swift Shooter","Sprint Boots","Sprint Boots","2"
"Joule","captain","Frostburn","Reflex Block","Travel Boots","Broken Myth","Clockwork","2"
"Joule","captain","Frostburn","Travel Boots","Aegis","Broken Myth","Clockwork","2"
"Baptiste","captain","Oakheart","Oakheart","Oakheart","Oakheart","Oakheart","2"
"Vox","carry","Breaking Point","Poisoned Shiv","Energy Battery","Travel Boots","Halcyon Potion","1"
"Vox","carry","Poisoned Shiv","Halcyon Chargers","Tyrant's Monocle","Aegis","Halcyon Potion","1"
"Vox","carry","Serpent Mask","Breaking Point","Kinetic Shield","Tyrant's Monocle","Travel Boots","1"
"Vox","carry","Alternating Current","Book of Eulogies","Sprint Boots","Eve of Harvest","Broken Myth","1"
"Vox","carry","Alternating Current","Eve of Harvest","Broken Myth","Halcyon Chargers","Aegis","1"
"Vox","carry","Sorrowblade","Halcyon Potion","Sprint Boots","Reflex Block","Reflex Block","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Travel Boots","Bonesaw","Metal Jacket","1"
"Vox","carry","Alternating Current","Travel Boots","Sorrowblade","Metal Jacket","Sorrowblade","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Travel Boots","Six Sins","Energy Battery","1"
"Vox","carry","Poisoned Shiv","Breaking Point","Halcyon Chargers","Metal Jacket","Tornado Trigger","1"
"Vox","carry","Poisoned Shiv","Sorrowblade","Slumbering Husk","Travel Boots","Lucky Strike","1"
"Vox","carry","Sorrowblade","Breaking Point","Travel Boots","Lucky Strike","Reflex Block","1"
"Vox","carry","Alternating Current","Heavy Prism","Travel Boots","Void Battery","Light Shield","1"
"Vox","carry","Aegis","Travel Boots","Breaking Point","Tyrant's Monocle","Serpent Mask","1"
"Vox","carry","Aftershock","Halcyon Chargers","Broken Myth","Energy Battery","Chronograph","1"
"Vox","carry","Breaking Point","Halcyon Chargers","Aegis","Tyrant's Monocle","Lucky Strike","1"
"Vox","carry","Aegis","Serpent Mask","Halcyon Chargers","Tyrant's Monocle","Metal Jacket","1"
"Vox","carry","Aegis","Breaking Point","Halcyon Chargers","Sorrowblade","Blazing Salvo","1"
"Vox","carry","Aegis","Alternating Current","Broken Myth","Travel Boots","Eve of Harvest","1"
"Vox","carry","Serpent Mask","Sorrowblade","Halcyon Chargers","Kinetic Shield","Tyrant's Monocle","1"
"Vox","carry","Serpent Mask","Breaking Point","Reflex Block","Travel Boots","Void Battery","1"
"Vox","carry","Aegis","Serpent Mask","Tyrant's Monocle","Breaking Point","Halcyon Chargers","1"
"Vox","carry","Sorrowblade","Slumbering Husk","Tornado Trigger","Tyrant's Monocle","Journey Boots","1"
"Vox","carry","Tyrant's Monocle","Halcyon Chargers","Breaking Point","Six Sins","Weapon Infusion","1"
"Vox","carry","Breaking Point","Aegis","Sorrowblade","Journey Boots","Tyrant's Monocle","1"
"Vox","carry","Alternating Current","Aegis","Halcyon Chargers","Eclipse Prism","Broken Myth","1"
"Vox","carry","Lucky Strike","Halcyon Chargers","Lucky Strike","Tyrant's Monocle","Oakheart","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Halcyon Chargers","Reflex Block","Tyrant's Monocle","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Minion's Foot","Metal Jacket","1"
"Vox","carry","Blazing Salvo","Metal Jacket","Tyrant's Monocle","Tyrant's Monocle","Halcyon Chargers","1"
"Vox","carry","Lucky Strike","Broken Myth","Eve of Harvest","Halcyon Chargers","Crystal Bit","1"
"Vox","carry","Sorrowblade","Tyrant's Monocle","Aegis","Breaking Point","Travel Boots","1"
"Vox","carry","Sorrowblade","Sprint Boots","Blazing Salvo","Reflex Block","Six Sins","1"
"Vox","carry","Sorrowblade","Halcyon Chargers","Bonesaw","Aegis","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Tension Bow","Travel Boots","Poisoned Shiv","1"
"Vox","carry","Alternating Current","Broken Myth","Travel Boots","Aegis","Halcyon Potion","1"
"Vox","carry","Coat of Plates","Poisoned Shiv","Tyrant's Monocle","Sorrowblade","Travel Boots","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Travel Boots","Aegis","Light Armor","1"
"Vox","carry","Poisoned Shiv","Travel Boots","Sorrowblade","Tyrant's Monocle","Slumbering Husk","1"
"Vox","carry","Travel Boots","Sorrowblade","Breaking Point","Tyrant's Monocle","Coat of Plates","1"
"Vox","carry","Sorrowblade","Poisoned Shiv","Metal Jacket","Travel Boots","Fountain of Renewal","1"
"Vox","carry","Sorrowblade","Breaking Point","Reflex Block","Travel Boots","Tyrant's Monocle","1"
"Vox","carry","Travel Boots","Breaking Point","Sorrowblade","Tyrant's Monocle","Aegis","1"
"Vox","carry","Breaking Point","Kinetic Shield","Sorrowblade","Sprint Boots","Lucky Strike","1"
"Vox","carry","Tyrant's Monocle","Sorrowblade","Travel Boots","Lucky Strike","Tornado Trigger","1"
"Vox","carry","Aegis","Breaking Point","Tyrant's Monocle","Sprint Boots","Tyrant's Monocle","1"
"Vox","carry","Travel Boots","Alternating Current","Stormcrown","Broken Myth","Crucible","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Atlas Pauldron","Crucible","Journey Boots","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Aegis","Sprint Boots","Tyrant's Monocle","1"
"Vox","carry","Travel Boots","Poisoned Shiv","Tornado Trigger","Tornado Trigger","Tyrant's Monocle","1"
"Vox","carry","Alternating Current","Shatterglass","Halcyon Chargers","Frostburn","Reflex Block","1"
"Vox","carry","Alternating Current","Slumbering Husk","Shatterglass","Travel Boots","Broken Myth","1"
"Vox","carry","Tyrant's Monocle","Tornado Trigger","Sorrowblade","Kinetic Shield","Travel Boots","1"
"Vox","carry","Breaking Point","Halcyon Chargers","Aegis","Metal Jacket","Tyrant's Monocle","1"
"Vox","carry","Alternating Current","Travel Boots","Tension Bow","Six Sins","Lucky Strike","1"
"Vox","carry","Journey Boots","Breaking Point","Poisoned Shiv","Tyrant's Monocle","Metal Jacket","1"
"Vox","carry","Tyrant's Monocle","Halcyon Chargers","Breaking Point","Aegis","Six Sins","1"
"Vox","carry","Poisoned Shiv","Breaking Point","Travel Boots","Aegis","Tyrant's Monocle","1"
"Vox","carry","Sorrowblade","Coat of Plates","Breaking Point","Travel Boots","Tyrant's Monocle","1"
"Vox","carry","Travel Boots","Breaking Point","Sorrowblade","Aegis","Metal Jacket","1"
"Vox","carry","Sprint Boots","Alternating Current","Oakheart","Heavy Prism","Light Shield","1"
"Vox","carry","Travel Boots","Sorrowblade","Breaking Point","Atlas Pauldron","Kinetic Shield","1"
"Vox","carry","Poisoned Shiv","Sorrowblade","Sprint Boots","Breaking Point","Dragonheart","1"
"Vox","carry","Ironguard Contract","Aegis","Scout Trap","Travel Boots","Flare","1"
"Vox","carry","Sorrowblade","Blazing Salvo","Travel Boots","Reflex Block","Heavy Steel","1"
"Vox","carry","Sorrowblade","Breaking Point","Aegis","Travel Boots","Coat of Plates","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Lucky Strike","Sprint Boots","Reflex Block","1"
"Vox","carry","Breaking Point","Coat of Plates","Aegis","Travel Boots","Sorrowblade","1"
"Vox","carry","Travel Boots","Serpent Mask","Tornado Trigger","Light Shield","Void Battery","1"
"Vox","carry","Travel Boots","Alternating Current","Eve of Harvest","Coat of Plates","Kinetic Shield","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Journey Boots","Tyrant's Monocle","Tornado Trigger","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Aegis","Travel Boots","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Journey Boots","Reflex Block","Metal Jacket","1"
"Vox","carry","Poisoned Shiv","Aegis","War Treads","Coat of Plates","Sorrowblade","1"
"Vox","carry","Sprint Boots","Alternating Current","Alternating Current","Aegis","Clockwork","1"
"Vox","carry","Poisoned Shiv","Aegis","Breaking Point","Halcyon Chargers","Tyrant's Monocle","1"
"Vox","carry","Aegis","Breaking Point","Sorrowblade","Journey Boots","Poisoned Shiv","1"
"Vox","carry","Breaking Point","Tornado Trigger","Tyrant's Monocle","Journey Boots","Slumbering Husk","1"
"Vox","carry","Travel Boots","Sorrowblade","Breaking Point","Aegis","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Sorrowblade","Travel Boots","Aegis","Coat of Plates","1"
"Vox","carry","Serpent Mask","Tornado Trigger","Halcyon Chargers","Tyrant's Monocle","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Lucky Strike","Halcyon Potion","Lucky Strike","Sprint Boots","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Kinetic Shield","Kinetic Shield","1"
"Vox","carry","Sorrowblade","Bonesaw","Journey Boots","Reflex Block","Coat of Plates","1"
"Vox","carry","Sorrowblade","Poisoned Shiv","Travel Boots","Six Sins","Metal Jacket","1"
"Vox","carry","Breaking Point","Sorrowblade","Travel Boots","Reflex Block","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Poisoned Shiv","Halcyon Chargers","Tyrant's Monocle","Coat of Plates","1"
"Vox","carry","Alternating Current","Heavy Prism","Halcyon Chargers","Aegis","Eclipse Prism","1"
"Vox","carry","Breaking Point","Aegis","Halcyon Chargers","Tyrant's Monocle","Heavy Steel","1"
"Vox","carry","Eve of Harvest","Alternating Current","Halcyon Chargers","Metal Jacket","Shatterglass","1"
"Vox","carry","Slumbering Husk","Alternating Current","Travel Boots","Void Battery","Frostburn","1"
"Vox","carry","Poisoned Shiv","Halcyon Chargers","Aegis","Sorrowblade","Blazing Salvo","1"
"Vox","carry","Tyrant's Monocle","Tyrant's Monocle","Six Sins","Tyrant's Monocle","Lucky Strike","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Halcyon Chargers","Stormcrown","Metal Jacket","1"
"Vox","carry","Tornado Trigger","Sorrowblade","Coat of Plates","Halcyon Chargers","Breaking Point","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Tyrant's Monocle","Sprint Boots","Blazing Salvo","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Tornado Trigger","Travel Boots","Aegis","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Journey Boots","Coat of Plates","Tension Bow","1"
"Vox","carry","Sorrowblade","Breaking Point","Halcyon Chargers","Tyrant's Monocle","Tension Bow","1"
"Vox","carry","Alternating Current","Broken Myth","Eve of Harvest","Travel Boots","Aegis","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Coat of Plates","Halcyon Chargers","Weapon Blade","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Sprint Boots","Aegis","Six Sins","1"
"Vox","carry","Breaking Point","Kinetic Shield","Sprint Boots","Tyrant's Monocle","Six Sins","1"
"Vox","carry","Alternating Current","Shatterglass","Halcyon Chargers","Oakheart","Reflex Block","1"
"Vox","carry","Sorrowblade","Breaking Point","Tyrant's Monocle","Tyrant's Monocle","Sprint Boots","1"
"Vox","carry","Sorrowblade","Breaking Point","Travel Boots","Reflex Block","Lucky Strike","1"
"Vox","carry","Alternating Current","Frostburn","Journey Boots","Broken Myth","Reflex Block","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Metal Jacket","Halcyon Chargers","Sorrowblade","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Aegis","Sprint Boots","Sorrowblade","1"
"Vox","carry","Breaking Point","Halcyon Chargers","Tyrant's Monocle","Tyrant's Monocle","Aegis","1"
"Vox","carry","Sorrowblade","Breaking Point","Travel Boots","Bonesaw","Lucky Strike","1"
"Vox","carry","Travel Boots","Sorrowblade","Aegis","Tyrant's Monocle","Breaking Point","1"
"Vox","carry","Breaking Point","Poisoned Shiv","Tyrant's Monocle","War Treads","Light Shield","1"
"Vox","carry","Sorrowblade","Aegis","Breaking Point","Sprint Boots","Weapon Blade","1"
"Vox","carry","Poisoned Shiv","Sorrowblade","Breaking Point","Journey Boots","Aegis","1"
"Vox","carry","Fountain of Renewal","Tornado Trigger","Poisoned Shiv","Travel Boots","Breaking Point","1"
"Vox","carry","Breaking Point","Serpent Mask","Metal Jacket","Travel Boots","Energy Battery","1"
"Vox","carry","Travel Boots","Sorrowblade","Breaking Point","Tyrant's Monocle","Kinetic Shield","1"
"Vox","carry","Sorrowblade","Blazing Salvo","Halcyon Chargers","Aegis","Tyrant's Monocle","1"
"Vox","carry","Atlas Pauldron","Breaking Point","Tyrant's Monocle","Tornado Trigger","Tyrant's Monocle","1"
"Vox","carry","Journey Boots","Sorrowblade","Tornado Trigger","Serpent Mask","Metal Jacket","1"
"Vox","carry","Breaking Point","Coat of Plates","Poisoned Shiv","Travel Boots","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Sprint Boots","Coat of Plates","Tyrant's Monocle","Tension Bow","1"
"Vox","carry","Eclipse Prism","Fountain of Renewal","Reflex Block","Broken Myth","Travel Boots","1"
"Vox","carry","Sorrowblade","Journey Boots","Tornado Trigger","Tyrant's Monocle","Kinetic Shield","1"
"Vox","carry","Breaking Point","Sorrowblade","Aegis","Blazing Salvo","Travel Boots","1"
"Vox","carry","Aegis","Breaking Point","Sorrowblade","Travel Boots","Travel Boots","1"
"Vox","carry","Poisoned Shiv","Sorrowblade","Metal Jacket","Travel Boots","Breaking Point","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Aegis","Tornado Trigger","Travel Boots","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Tornado Trigger","Reflex Block","Travel Boots","1"
"Vox","carry","Travel Boots","Breaking Point","Sorrowblade","Coat of Plates","Kinetic Shield","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Tornado Trigger","Travel Boots","Metal Jacket","1"
"Vox","carry","Kinetic Shield","Breaking Point","Travel Boots","Sorrowblade","Coat of Plates","1"
"Vox","carry","Eve of Harvest","Alternating Current","Aegis","Travel Boots","Broken Myth","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Coat of Plates","Tyrant's Monocle","Travel Boots","1"
"Vox","carry","Travel Boots","Sorrowblade","Tornado Trigger","Metal Jacket","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Travel Boots","Kinetic Shield","Reflex Block","1"
"Vox","carry","Tyrant's Monocle","Breaking Point","Atlas Pauldron","Sorrowblade","Lucky Strike","1"
"Vox","carry","Breaking Point","Sorrowblade","Travel Boots","Six Sins","Reflex Block","1"
"Vox","carry","Alternating Current","Kinetic Shield","Aftershock","Broken Myth","Metal Jacket","1"
"Vox","carry","Breaking Point","Travel Boots","Sorrowblade","Tyrant's Monocle","Reflex Block","1"
"Vox","carry","Breaking Point","Sorrowblade","Journey Boots","Tyrant's Monocle","Aegis","1"
"Vox","carry","Breaking Point","Metal Jacket","Sprint Boots","Tyrant's Monocle","Tyrant's Monocle","1"
"Vox","carry","Alternating Current","Stormcrown","Sorrowblade","Kinetic Shield","Sprint Boots","1"
"Vox","carry","Breaking Point","Travel Boots","Sorrowblade","Aegis","Oakheart","1"
"Vox","carry","Breaking Point","Aegis","Sprint Boots","Tyrant's Monocle","Tyrant's Monocle","1"
"Vox","carry","Breaking Point","Sorrowblade","Travel Boots","Aegis","Minion's Foot","1"
"Vox","carry","Sorrowblade","Tornado Trigger","Travel Boots","Lucky Strike","Reflex Block","1"
"Vox","carry","Breaking Point","Tyrant's Monocle","Sprint Boots","Reflex Block","Tyrant's Monocle","1"
