"Baptiste","captain","Fountain of Renewal","Atlas Pauldron","4"
"Vox","carry","Tornado Trigger","Breaking Point","3"
"Vox","carry","Breaking Point","Blazing Salvo","3"
"Vox","carry","Sorrowblade","Metal Jacket","3"
"Vox","carry","Coat of Plates","Sorrowblade","3"
"Vox","carry","Journey Boots","Poisoned Shiv","3"
"Vox","carry","Oakheart","Oakheart","3"
"Vox","carry","Travel Boots","Tyrant's Monocle","3"
"Vox","carry","Alternating Current","Halcyon Chargers","3"
"Vox","carry","Sorrowblade","Reflex Block","3"
"Vox","carry","Metal Jacket","Breaking Point","3"
"Vox","carry","Reflex Block","Breaking Point","3"
"Vox","carry","Alternating Current","Coat of Plates","3"
"Vox","carry","Coat of Plates","Breaking Point","3"
"Vox","carry","Sprint Boots","Reflex Block","3"
"Vox","carry","Poisoned Shiv","Metal Jacket","3"
"Celeste","carry","Frostburn","Void Battery","3"
"Celeste","carry","Shatterglass","Energy Battery","3"
"Celeste","carry","Eve of Harvest","Sprint Boots","3"
"Celeste","carry","Clockwork","Halcyon Chargers","3"
"Celeste","carry","Halcyon Chargers","Aegis","3"
"Catherine","carry","Stormcrown","Travel Boots","3"
"Vox","jungler","Sorrowblade","Tyrant's Monocle","3"
"Vox","jungler","Sorrowblade","Poisoned Shiv","3"
"Vox","jungler","Alternating Current","Broken Myth","3"
"Celeste","jungler","Halcyon Chargers","Frostburn","3"
"Celeste","jungler","Eve of Harvest","Frostburn","3"
"Celeste","jungler","Frostburn","Reflex Block","3"
"Celeste","jungler","Frostburn","Travel Boots","3"
"Catherine","jungler","Aftershock","Fountain of Renewal","3"
"Catherine","jungler","Lifespring","Heavy Steel","3"
"Catherine","jungler","Lifespring","Sorrowblade","3"
"Vox","captain","Heavy Steel","Blazing Salvo","3"
"Vox","captain","Sorrowblade","Blazing Salvo","3"
"Vox","captain","Travel Boots","Sorrowblade","3"
"Celeste","captain","Eve of Harvest","Sprint Boots","3"
"Celeste","captain","Eve of Harvest","Broken Myth","3"
"Celeste","captain","Eve of Harvest","Heavy Prism","3"
"Catherine","captain","Fountain of Renewal","Clockwork","3"
"Catherine","captain","Light Shield","Oakheart","3"
"Catherine","captain","War Treads","Crucible","3"
"Catherine","captain","Aftershock","Fountain of Renewal","3"
"Catherine","captain","Contraption","Crucible","3"
"Catherine","captain","Halcyon Chargers","Contraption","3"
"Ringo","carry","Poisoned Shiv","Sorrowblade","3"
"Ringo","carry","Travel Boots","Blazing Salvo","3"
"Ringo","carry","Tension Bow","Poisoned Shiv","3"
"Ringo","carry","Sorrowblade","Serpent Mask","3"
"Ringo","carry","Alternating Current","Eve of Harvest","3"
"Ringo","carry","Breaking Point","Reflex Block","3"
"Ringo","carry","Alternating Current","Travel Boots","3"
"Ringo","carry","Shatterglass","Void Battery","3"
"Ringo","carry","Travel Boots","Clockwork","3"
"Ringo","carry","Sorrowblade","War Treads","3"
"Ringo","carry","Breaking Point","Coat of Plates","3"
"Ringo","carry","Tension Bow","Halcyon Chargers","3"
"Ringo","carry","Shatterglass","Halcyon Chargers","3"
"Ringo","carry","Tornado Trigger","Travel Boots","3"
"Ringo","carry","Shatterglass","Stormcrown","3"
"Ringo","carry","Serpent Mask","Breaking Point","3"
"Ringo","carry","Tyrant's Monocle","Tornado Trigger","3"
"Ringo","carry","Sorrowblade","Alternating Current","3"
"Ringo","carry","Sorrowblade","Kinetic Shield","3"
"Ringo","carry","Blazing Salvo","Sorrowblade","3"
"Ringo","carry","Shatterglass","Echo","3"
"Ringo","carry","Lucky Strike","Sorrowblade","3"
"Ringo","carry","Breaking Point","Poisoned Shiv","3"
"Ringo","carry","Travel Boots","Reflex Block","3"
"Ringo","carry","Halcyon Chargers","Tension Bow","3"
"Ringo","carry","Oakheart","Oakheart","3"
"Catherine","jungler","Stormcrown","Contraption","3"
"Catherine","jungler","War Treads","Fountain of Renewal","3"
"Catherine","jungler",NULL,NULL,"3"
"Catherine","jungler","Poisoned Shiv","Fountain of Renewal","3"
"Catherine","jungler","Sorrowblade","Breaking Point","3"
"Catherine","jungler","Bonesaw","Fountain of Renewal","3"
"Catherine","jungler","Serpent Mask","Bonesaw","3"
"Ringo","jungler","Sorrowblade","Aegis","3"
"Ringo","jungler","Sorrowblade","Poisoned Shiv","3"
"Ringo","jungler","Tension Bow","Travel Boots","3"
"Ringo","jungler","Halcyon Chargers","Sorrowblade","3"
"Ringo","jungler","Sorrowblade","Coat of Plates","3"
"Ringo","jungler","Sorrowblade","War Treads","3"
"Ringo","jungler","Sorrowblade","Tension Bow","3"
"Catherine","captain","Chronograph","Fountain of Renewal","3"
"Catherine","captain","Travel Boots","Crucible","3"
"Catherine","captain","Flare","Fountain of Renewal","3"
"Catherine","captain","Crucible","Sprint Boots","3"
"Catherine","captain","Stormcrown","Sprint Boots","3"
"Catherine","captain","Journey Boots","Fountain of Renewal","3"
"Catherine","captain","Crucible","Stormcrown","3"
"Ringo","captain","Travel Boots","Sorrowblade","3"
"Ringo","captain","Sprint Boots","Sorrowblade","3"
"Ringo","captain","Blazing Salvo","Sorrowblade","3"
"Ringo","captain","Sorrowblade","Tyrant's Monocle","3"
"Adagio","carry","Crucible","Fountain of Renewal","3"
"Adagio","carry","Alternating Current","Halcyon Chargers","3"
"Adagio","carry",NULL,NULL,"3"
"Adagio","carry","War Treads","Fountain of Renewal","3"
"Adagio","carry","Fountain of Renewal","Eclipse Prism","3"
"Adagio","carry","Fountain of Renewal","Contraption","3"
"Adagio","carry","Shatterglass","War Treads","3"
"Adagio","carry","Stormcrown","Halcyon Chargers","3"
"Adagio","carry","Sorrowblade","Breaking Point","3"
"Adagio","jungler","Alternating Current","Heavy Prism","3"
"Koshka","jungler","Shatterglass","Kinetic Shield","3"
"Koshka","jungler","Aftershock","Coat of Plates","3"
"Koshka","jungler","Travel Boots","Reflex Block","3"
"Koshka","jungler","Stormcrown","Broken Myth","3"
"Koshka","jungler","Shatterglass","Piercing Shard","3"
"Koshka","jungler","Fountain of Renewal","Aftershock","3"
"Koshka","jungler","Broken Myth","Aegis","3"
"Koshka","jungler","Broken Myth","Reflex Block","3"
"Koshka","jungler","Reflex Block","Travel Boots","3"
"Koshka","jungler","Shatterglass","Lucky Strike","3"
"Koshka","jungler","Alternating Current","Broken Myth","3"
"Koshka","jungler","Aftershock","Metal Jacket","3"
"Koshka","jungler","Heavy Prism","Aftershock","3"
"Koshka","jungler","Lucky Strike","Travel Boots","3"
"Koshka","jungler","Stormcrown","Shatterglass","3"
"Koshka","jungler","Aegis","Broken Myth","3"
"Adagio","captain","Sprint Boots","Fountain of Renewal","3"
"Adagio","captain","Crystal Bit","Fountain of Renewal","3"
"Adagio","captain","Fountain of Renewal","Void Battery","3"
"Adagio","captain","Fountain of Renewal","Stormcrown","3"
"Adagio","captain","Stormcrown","Fountain of Renewal","3"
"Adagio","captain","Travel Boots","Crucible","3"
"Koshka","captain","Aftershock","Aegis","3"
"Koshka","captain","Reflex Block","Shatterglass","3"
"Koshka","captain","Shatterglass","Aftershock","3"
"Koshka","captain",NULL,NULL,"3"
"Koshka","captain","Aftershock","Travel Boots","3"
"Glaive","carry","Poisoned Shiv","Light Armor","3"
"Glaive","carry","Poisoned Shiv","Coat of Plates","3"
"Petal","carry","Shatterglass","Slumbering Husk","3"
"Petal","carry","Lucky Strike","Travel Boots","3"
"Petal","carry","Shatterglass","Alternating Current","3"
"Petal","carry","Travel Boots","Sorrowblade","3"
"Petal","carry","Frostburn","Energy Battery","3"
"Petal","carry","Alternating Current","Shatterglass","3"
"Koshka","jungler","Lucky Strike","Stormcrown","3"
"Glaive","jungler","Sorrowblade","Journey Boots","3"
"Glaive","jungler","Aftershock","Travel Boots","3"
"Glaive","jungler","Travel Boots","Travel Boots","3"
"Glaive","jungler","Travel Boots","Breaking Point","3"
"Glaive","jungler","Stormcrown","Travel Boots","3"
"Glaive","jungler","Sorrowblade","Coat of Plates","3"
"Glaive","jungler","Breaking Point","Tyrant's Monocle","3"
"Glaive","jungler","Journey Boots","Sorrowblade","3"
"Glaive","jungler","Clockwork","Stormcrown","3"
"Glaive","jungler","Breaking Point","Halcyon Chargers","3"
"Glaive","jungler","Heavy Steel","Tornado Trigger","3"
"Glaive","jungler","Aegis","Sorrowblade","3"
"Glaive","jungler","Sprint Boots","Sorrowblade","3"
"Glaive","jungler","Blazing Salvo","Sorrowblade","3"
"Glaive","jungler","Travel Boots","Aftershock","3"
"Glaive","jungler","Reflex Block","Stormcrown","3"
"Glaive","jungler","Sprint Boots","Aftershock","3"
"Petal","jungler","Shatterglass","Frostburn","3"
"Petal","jungler","Travel Boots","Alternating Current","3"
"Petal","jungler","Shatterglass","Slumbering Husk","3"
"Petal","jungler","Shatterglass","Clockwork","3"
"Petal","jungler","Lucky Strike","Sprint Boots","3"
"Petal","jungler","Shatterglass","Blazing Salvo","3"
"Petal","jungler","Halcyon Potion","Frostburn","3"
"Petal","jungler","Shatterglass","Travel Boots","3"
"Petal","jungler","Travel Boots","Sorrowblade","3"
"Petal","jungler","Frostburn","Coat of Plates","3"
"Petal","jungler","Travel Boots","Broken Myth","3"
"Petal","jungler","Lucky Strike","Broken Myth","3"
"Glaive","captain","Sorrowblade","Sprint Boots","3"
"Glaive","captain","Breaking Point","Six Sins","3"
"Glaive","captain","War Treads","Atlas Pauldron","3"
"Glaive","captain","Sorrowblade","Travel Boots","3"
"Glaive","captain","Travel Boots","Atlas Pauldron","3"
"Petal","captain","Lucky Strike","Travel Boots","3"
"Petal","captain","Frostburn","Reflex Block","3"
"Petal","captain","Heavy Prism","Blazing Salvo","3"
"Petal","captain","Crystal Bit","Sprint Boots","3"
"Petal","captain","Frostburn","Travel Boots","3"
"Petal","captain","Halcyon Potion","Crystal Bit","3"
"Petal","captain","Frostburn","Heavy Prism","3"
"SAW","carry","Shatterglass","Clockwork","3"
"SAW","carry","Halcyon Chargers","Broken Myth","3"
"SAW","carry","Eve of Harvest","Broken Myth","3"
"SAW","carry","Tension Bow","Serpent Mask","3"
"SAW","carry","Coat of Plates","Sorrowblade","3"
"SAW","carry","Breaking Point","Serpent Mask","3"
"SAW","carry","Metal Jacket","Serpent Mask","3"
"SAW","carry","Serpent Mask","Fountain of Renewal","3"
"SAW","carry","Breaking Point","Tyrant's Monocle","3"
"SAW","jungler","Serpent Mask","Sorrowblade","3"
"Krul","jungler","Heavy Steel","Tornado Trigger","3"
"Krul","jungler","Shiversteel","Breaking Point","3"
"Krul","jungler","Coat of Plates","Breaking Point","3"
"Krul","jungler","Aegis","Breaking Point","3"
"Krul","jungler","Journey Boots","Poisoned Shiv","3"
"Krul","jungler","Alternating Current","Alternating Current","3"
"Krul","jungler","Sorrowblade","Poisoned Shiv","3"
"Krul","jungler","Tornado Trigger","Tension Bow","3"
"Krul","jungler","Sorrowblade","Travel Boots","3"
"Krul","jungler","Halcyon Chargers","Tornado Trigger","3"
"Krul","jungler","Tornado Trigger","Bonesaw","3"
"Krul","jungler","Tornado Trigger","Poisoned Shiv","3"
"Krul","jungler","Tyrant's Monocle","Breaking Point","3"
"Krul","jungler","Breaking Point","Metal Jacket","3"
"Krul","jungler","Sorrowblade","Tyrant's Monocle","3"
"Krul","jungler","Breaking Point","Serpent Mask","3"
"Krul","jungler","Sorrowblade","Lucky Strike","3"
"Krul","jungler","Alternating Current","Shatterglass","3"
"Krul","jungler","Tornado Trigger","Coat of Plates","3"
"Krul","jungler","Heavy Steel","Blazing Salvo","3"
"Krul","jungler","Tornado Trigger","War Treads","3"
"Krul","jungler","Alternating Current","Sorrowblade","3"
"Krul","jungler","Blazing Salvo","Aegis","3"
"Krul","jungler","Swift Shooter","Aftershock","3"
"Taka","jungler","Broken Myth","Shatterglass","3"
"Taka","jungler","Alternating Current","Halcyon Chargers","3"
"Taka","jungler","Aftershock","Journey Boots","3"
"Taka","jungler","Journey Boots","Stormcrown","3"
"Taka","jungler","Sprint Boots","Shatterglass","3"
"Taka","jungler","Shatterglass","Alternating Current","3"
"Taka","jungler","Stormcrown","Clockwork","3"
"SAW","captain","Serpent Mask","Sorrowblade","3"
"SAW","captain","Serpent Mask","Travel Boots","3"
"SAW","captain","Six Sins","Barbed Needle","3"
"Krul","captain","Breaking Point","Reflex Block","3"
"Krul","captain","Sprint Boots","Blazing Salvo","3"
"Krul","captain","Blazing Salvo","Sprint Boots","3"
"Krul","captain","Tornado Trigger","Sorrowblade","3"
"Krul","captain","Blazing Salvo","Weapon Blade","3"
"Krul","captain","Tornado Trigger","Serpent Mask","3"
"Krul","captain","Shiversteel","Breaking Point","3"
"Taka","captain","Sprint Boots","Shatterglass","3"
"Taka","captain","Clockwork","Shatterglass","3"
"Taka","captain","Sprint Boots","Stormcrown","3"
"Taka","captain","Broken Myth","Stormcrown","3"
"Skaarf","carry","Sprint Boots","Eve of Harvest","3"
"Skaarf","carry","Alternating Current","Travel Boots","3"
"Skaarf","carry","Halcyon Chargers","Frostburn","3"
"Skaarf","carry","Journey Boots","Eve of Harvest","3"
"Skaarf","carry","Alternating Current","Frostburn","3"
"Skaarf","carry","Alternating Current","Broken Myth","3"
"Skaarf","carry","Frostburn","Clockwork","3"
"Skaarf","carry","Eve of Harvest","Chronograph","3"
"Skaarf","carry","Frostburn","Broken Myth","3"
"Skaarf","carry","Broken Myth","Frostburn","3"
"Skaarf","carry","Frostburn","Void Battery","3"
"Taka","jungler","Tension Bow","Stormcrown","3"
"Taka","jungler","Tension Bow","Bonesaw","3"
"Taka","jungler","Stormcrown","Kinetic Shield","3"
"Taka","jungler","Slumbering Husk","Shatterglass","3"
"Taka","jungler","Stormcrown","Blazing Salvo","3"
"Taka","jungler","Tension Bow","Tornado Trigger","3"
"Taka","jungler","Alternating Current","Aftershock","3"
"Taka","jungler","Stormguard Banner","Shatterglass","3"
"Taka","jungler","Halcyon Chargers","Tension Bow","3"
"Taka","jungler","Oakheart","Oakheart","3"
"Taka","jungler","Stormcrown","Void Battery","3"
"Taka","jungler","Shatterglass","Slumbering Husk","3"
"Taka","jungler","Lucky Strike","Shatterglass","3"
"Taka","jungler","Weapon Blade","Stormcrown","3"
"Skaarf","jungler","Shatterglass","Eve of Harvest","3"
"Skaarf","jungler","Eve of Harvest","Broken Myth","3"
"Ardan","jungler","Fountain of Renewal","Crucible","3"
"Taka","captain","Shatterglass","Void Battery","3"
"Taka","captain","Stormcrown","Halcyon Chargers","3"
"Taka","captain","Stormcrown","Journey Boots","3"
"Taka","captain","Travel Boots","Stormcrown","3"
"Skaarf","captain","Eve of Harvest","Piercing Shard","3"
"Skaarf","captain","Travel Boots","Shatterglass","3"
"Skaarf","captain","Shatterglass","Travel Boots","3"
"Ardan","captain","Crucible","Atlas Pauldron","3"
"Ardan","captain","War Treads","Crucible","3"
"Ardan","captain","Contraption","Halcyon Chargers","3"
"Ardan","captain","Ironguard Contract","Contraption","3"
"Ardan","captain","Fountain of Renewal","Light Armor","3"
"Ardan","captain","Stormguard Banner","Fountain of Renewal","3"
"Ardan","captain","Contraption","Coat of Plates","3"
"Ardan","captain","Contraption","Travel Boots","3"
"Ardan","captain","Stormcrown","War Treads","3"
"Ardan","captain","Metal Jacket","Fountain of Renewal","3"
"Ardan","captain","Coat of Plates","Fountain of Renewal","3"
"Ardan","captain","Contraption","Sprint Boots","3"
"Ardan","captain","Contraption","Stormcrown","3"
"Ardan","captain","Fountain of Renewal","Journey Boots","3"
"Ardan","captain","Fountain of Renewal","Aegis","3"
"Ardan","captain","Travel Boots","Crucible","3"
"Ardan","captain","Flare Gun","Crucible","3"
"Ardan","captain","Fountain of Renewal","Dragonheart","3"
"Ardan","carry","Fountain of Renewal","Travel Boots","3"
"Ardan","carry","Fountain of Renewal","Contraption","3"
"Rona","carry","Serpent Mask","Aegis","3"
"Rona","carry","Poisoned Shiv","Metal Jacket","3"
"Fortress","jungler","Sprint Boots","Stormcrown","3"
"Fortress","jungler","Serpent Mask","Travel Boots","3"
"Fortress","jungler","Stormcrown","Journey Boots","3"
"Fortress","jungler","Travel Boots","Aftershock","3"
"Fortress","jungler","Fountain of Renewal","Sorrowblade","3"
"Rona","jungler","Serpent Mask","Tyrant's Monocle","3"
"Rona","jungler","Light Armor","Breaking Point","3"
"Rona","jungler","Serpent Mask","Sprint Boots","3"
"Rona","jungler","Poisoned Shiv","Tornado Trigger","3"
"Rona","jungler","Tornado Trigger","Serpent Mask","3"
"Rona","jungler","War Treads","Breaking Point","3"
"Rona","jungler","Serpent Mask","Journey Boots","3"
"Rona","jungler","Breaking Point","Sprint Boots","3"
"Rona","jungler","Light Shield","Breaking Point","3"
"Rona","jungler","Sorrowblade","Travel Boots","3"
"Rona","jungler","Serpent Mask","War Treads","3"
"Rona","jungler","Serpent Mask","Shiversteel","3"
"Ardan","captain","Fountain of Renewal","Scout Trap","3"
"Ardan","captain","Crucible","War Treads","3"
"Ardan","captain","Light Shield","Oakheart","3"
"Ardan","captain","Ironguard Contract","Stormcrown","3"
"Ardan","captain","Shiversteel","Fountain of Renewal","3"
"Ardan","captain","Fountain of Renewal","Reflex Block","3"
"Fortress","captain","Atlas Pauldron","Fountain of Renewal","3"
"Fortress","captain","Fountain of Renewal","Chronograph","3"
"Fortress","captain","Flare Gun","Fountain of Renewal","3"
"Rona","captain","Serpent Mask","Sprint Boots","3"
"Rona","captain","Halcyon Potion","Weapon Blade","3"
"Skye","carry","Eve of Harvest","Aegis","3"
"Skye","carry","Frostburn","Clockwork","3"
"Skye","carry","Eve of Harvest","Travel Boots","3"
"Skye","carry","Aegis","Sorrowblade","3"
"Skye","carry","Travel Boots","Sorrowblade","3"
"Skye","carry","Eve of Harvest","Broken Myth","3"
"Skye","carry","Journey Boots","Sorrowblade","3"
"Skye","carry","Breaking Point","Sorrowblade","3"
"Skye","carry","Broken Myth","Aegis","3"
"Skye","carry","Sorrowblade","Travel Boots","3"
"Skye","carry","Shatterglass","Broken Myth","3"
"Blackfeather","carry","Travel Boots","Alternating Current","3"
"Blackfeather","carry","Alternating Current","Travel Boots","3"
"Blackfeather","carry","Alternating Current","Broken Myth","3"
"Blackfeather","carry","Serpent Mask","Tornado Trigger","3"
"Blackfeather","carry","Alternating Current","Aegis","3"
"Blackfeather","carry","Serpent Mask","Light Armor","3"
"Blackfeather","carry","Serpent Mask","Blazing Salvo","3"
"Skye","jungler","Sorrowblade","Breaking Point","3"
"Skye","jungler","Frostburn","Coat of Plates","3"
"Skye","jungler","Sprint Boots","Frostburn","3"
"Skye","jungler","Frostburn","Energy Battery","3"
"Phinn","jungler","War Treads","Fountain of Renewal","3"
"Blackfeather","jungler","Lucky Strike","Aegis","3"
"Blackfeather","jungler","Journey Boots","Serpent Mask","3"
"Blackfeather","jungler","Aegis","Alternating Current","3"
"Blackfeather","jungler","Aftershock","Broken Myth","3"
"Blackfeather","jungler","Alternating Current","Journey Boots","3"
"Blackfeather","jungler","Sorrowblade","Tornado Trigger","3"
"Blackfeather","jungler","Sprint Boots","Serpent Mask","3"
"Blackfeather","jungler","Alternating Current","Kinetic Shield","3"
"Blackfeather","jungler","Breaking Point","Journey Boots","3"
"Blackfeather","jungler","Alternating Current","Stormcrown","3"
"Blackfeather","jungler","Shatterglass","Blazing Salvo","3"
"Blackfeather","jungler","Alternating Current","Eve of Harvest","3"
"Blackfeather","jungler","Sorrowblade","Travel Boots","3"
"Skye","captain","Travel Boots","Frostburn","3"
"Skye","captain","Frostburn","Sprint Boots","3"
"Phinn","captain","Crucible","Stormcrown","3"
"Phinn","captain","Fountain of Renewal","Coat of Plates","3"
"Phinn","captain","Shatterglass","Fountain of Renewal","3"
"Phinn","captain","Fountain of Renewal","Ironguard Contract","3"
"Phinn","captain","War Treads","Aegis","3"
"Phinn","captain","Fountain of Renewal","Metal Jacket","3"
"Phinn","captain","Travel Boots","Contraption","3"
"Phinn","captain","War Treads","Coat of Plates","3"
"Phinn","captain","Fountain of Renewal","Flare","3"
"Phinn","captain","War Treads","Metal Jacket","3"
"Phinn","captain","War Treads","Ironguard Contract","3"
"Phinn","captain","Travel Boots","Light Armor","3"
"Phinn","captain","Sprint Boots","Ironguard Contract","3"
"Blackfeather","captain","Serpent Mask","Blazing Salvo","3"
"Blackfeather","captain","Book of Eulogies","Sprint Boots","3"
"Blackfeather","captain","Serpent Mask","Sprint Boots","3"
"Kestrel","captain","Travel Boots","Sorrowblade","3"
"Kestrel","carry",NULL,NULL,"3"
"Kestrel","carry","Broken Myth","Clockwork","3"
"Kestrel","carry","Tyrant's Monocle","Sorrowblade","3"
"Kestrel","carry","Shatterglass","Aegis","3"
"Kestrel","carry","Breaking Point","Sorrowblade","3"
"Kestrel","carry","Sprint Boots","Sorrowblade","3"
"Kestrel","carry","Sorrowblade","Light Armor","3"
"Kestrel","jungler","Frostburn","Clockwork","3"
"Kestrel","jungler","Sorrowblade","Tornado Trigger","3"
"Kestrel","jungler","Eve of Harvest","Shatterglass","3"
"Reim","jungler","Journey Boots","Eve of Harvest","3"
"Reim","jungler","Eve of Harvest","Alternating Current","3"
"Reim","jungler","Aegis","Eve of Harvest","3"
"Reim","jungler","Eve of Harvest","War Treads","3"
"Reim","jungler","Eve of Harvest","Frostburn","3"
"Reim","jungler","Frostburn","Halcyon Chargers","3"
"Reim","jungler","Broken Myth","Alternating Current","3"
"Reim","jungler","Shatterglass","Alternating Current","3"
"Ozo","jungler","Sprint Boots","Aftershock","3"
"Ozo","jungler",NULL,NULL,"3"
"Ozo","jungler","Shatterglass","Aegis","3"
"Ozo","jungler","Sorrowblade","Serpent Mask","3"
"Ozo","jungler","Aftershock","War Treads","3"
"Ozo","jungler","Sorrowblade","Travel Boots","3"
"Ozo","jungler","Sorrowblade","Bonesaw","3"
"Ozo","jungler","Shatterglass","Sprint Boots","3"
"Ozo","jungler","Eve of Harvest","Shatterglass","3"
"Alpha","jungler","Stormcrown","Journey Boots","3"
"Alpha","jungler","Journey Boots","Stormcrown","3"
"Alpha","jungler","Alternating Current","Shatterglass","3"
"Alpha","jungler","Stormcrown","Coat of Plates","3"
"Alpha","jungler","Sorrowblade","Bonesaw","3"
"Alpha","jungler","Aftershock","Reflex Block","3"
"Alpha","jungler","Sorrowblade","Poisoned Shiv","3"
"Alpha","jungler","Heavy Prism","Aftershock","3"
"Alpha","jungler","Breaking Point","Tyrant's Monocle","3"
"Alpha","jungler","Breaking Point","Poisoned Shiv","3"
"Kestrel","captain","Halcyon Chargers","Eclipse Prism","3"
"Kestrel","captain","Sorrowblade","Blazing Salvo","3"
"Kestrel","captain","Shatterglass","Shatterglass","3"
"Kestrel","captain","Shatterglass","Energy Battery","3"
"Reim","captain","Travel Boots","Eve of Harvest","3"
"Ozo","captain","Eve of Harvest","Aftershock","3"
"Ozo","captain","Aftershock","Eve of Harvest","3"
"Ozo","captain","Sorrowblade","Blazing Salvo","3"
"Alpha","captain","Stormcrown","Travel Boots","3"
"Lance","carry","Fountain of Renewal","Sorrowblade","3"
"Samuel","carry","Sorrowblade","Tornado Trigger","3"
"Samuel","carry","Eve of Harvest","Journey Boots","3"
"Samuel","carry",NULL,NULL,"3"
"Samuel","carry","Shatterglass","Kinetic Shield","3"
"Samuel","carry","Frostburn","Travel Boots","3"
"Samuel","carry","Broken Myth","Halcyon Chargers","3"
"Samuel","carry","Frostburn","Sprint Boots","3"
"Alpha","jungler","Sprint Boots","Stormcrown","3"
"Alpha","jungler","Sorrowblade","Travel Boots","3"
"Alpha","jungler","Aftershock","Light Shield","3"
"Lance","jungler","Sorrowblade","Atlas Pauldron","3"
"Lance","jungler","Sorrowblade","War Treads","3"
"Lance","jungler","War Treads","Fountain of Renewal","3"
"Lance","jungler","Fountain of Renewal","Crucible","3"
"Lance","jungler","Sorrowblade","Heavy Steel","3"
"Lance","jungler","Tension Bow","Aegis","3"
"Samuel","jungler","Travel Boots","Eve of Harvest","3"
"Samuel","jungler","Eve of Harvest","Travel Boots","3"
"Samuel","jungler","Shatterglass","Eve of Harvest","3"
"Samuel","jungler","Sprint Boots","Frostburn","3"
"Samuel","jungler","Frostburn","Shatterglass","3"
"Samuel","jungler","Halcyon Chargers","Eve of Harvest","3"
"Samuel","jungler","Frostburn","Reflex Block","3"
"Alpha","captain","Halcyon Potion","Oakheart","3"
"Lance","captain","Fountain of Renewal","Kinetic Shield","3"
"Lance","captain","Oakheart","Oakheart","3"
"Lance","captain","Aegis","Fountain of Renewal","3"
"Lance","captain","Crucible","War Treads","3"
"Lance","captain","Stormguard Banner","Fountain of Renewal","3"
"Lance","captain","Fountain of Renewal","Journey Boots","3"
"Lance","captain","Halcyon Chargers","Fountain of Renewal","3"
"Lance","captain","War Treads","Stormcrown","3"
"Lance","captain","Atlas Pauldron","War Treads","3"
"Lance","captain","Crucible","Travel Boots","3"
"Lance","captain","Fountain of Renewal","Heavy Steel","3"
"Lance","captain","Scout Trap","Fountain of Renewal","3"
"Lance","captain","War Treads","Chronograph","3"
"Lance","captain","Fountain of Renewal","Protector Contract","3"
"Lance","captain","Kinetic Shield","Fountain of Renewal","3"
"Samuel","captain","Frostburn","Energy Battery","3"
"Samuel","captain","Halcyon Potion","Crystal Bit","3"
"Samuel","captain","Travel Boots","Eve of Harvest","3"
"Baron","carry","Travel Boots","Breaking Point","3"
"Baron","carry","Sorrowblade","Blazing Salvo","3"
"Baron","carry","Halcyon Chargers","Shatterglass","3"
"Baron","carry","Sorrowblade","Tension Bow","3"
"Baron","carry","Sorrowblade","Coat of Plates","3"
"Gwen","carry","Aegis","Tension Bow","3"
"Gwen","carry","Halcyon Chargers","Breaking Point","3"
"Gwen","carry","Sprint Boots","Tension Bow","3"
"Gwen","carry","Tension Bow","Sprint Boots","3"
"Gwen","carry","Shatterglass","Halcyon Chargers","3"
"Gwen","carry","Breaking Point","Halcyon Chargers","3"
"Gwen","carry","Aegis","Sorrowblade","3"
"Gwen","carry","Tension Bow","Reflex Block","3"
"Gwen","carry","Tension Bow","Tornado Trigger","3"
"Gwen","carry","Serpent Mask","Breaking Point","3"
"Flicker","carry","War Treads","Aftershock","3"
"Idris","carry","Sorrowblade","Serpent Mask","3"
"Idris","carry","Poisoned Shiv","Breaking Point","3"
"Idris","carry","Sorrowblade","Halcyon Chargers","3"
"Baron","jungler","Sorrowblade","Tornado Trigger","3"
"Flicker","jungler","Fountain of Renewal","Halcyon Chargers","3"
"Flicker","jungler","Stormcrown","Fountain of Renewal","3"
"Flicker","jungler","Fountain of Renewal","Metal Jacket","3"
"Idris","jungler","Breaking Point","Sorrowblade","3"
"Idris","jungler","Aegis","Sorrowblade","3"
"Idris","jungler","Metal Jacket","Sorrowblade","3"
"Gwen","captain","Heavy Steel","Blazing Salvo","3"
"Gwen","captain","Shatterglass","Void Battery","3"
"Gwen","captain","Shatterglass","Clockwork","3"
"Flicker","captain","Stormcrown","Crucible","3"
"Flicker","captain","Atlas Pauldron","Fountain of Renewal","3"
"Flicker","captain","Stormcrown","Eclipse Prism","3"
"Flicker","captain","Frostburn","Fountain of Renewal","3"
"Flicker","captain","Travel Boots","Fountain of Renewal","3"
"Flicker","captain","Crucible","Aftershock","3"
"Flicker","captain","Fountain of Renewal","Chronograph","3"
"Idris","captain","Alternating Current","Broken Myth","3"
"Idris","carry","Shatterglass","Metal Jacket","3"
"Idris","carry","Travel Boots","Serpent Mask","3"
"Idris","carry","Broken Myth","Alternating Current","3"
"Idris","carry","Travel Boots","Reflex Block","3"
"Lyra","carry","Shatterglass","Halcyon Chargers","3"
"Lyra","carry","Stormcrown","Fountain of Renewal","3"
"Lyra","carry","Sorrowblade","Tornado Trigger","3"
"Lyra","carry","Eve of Harvest","Heavy Prism","3"
"Lyra","carry","Void Battery","Alternating Current","3"
"Lyra","carry","Alternating Current","Heavy Prism","3"
"Grumpjaw","jungler","Sorrowblade","Tornado Trigger","3"
